0.758296     0.052671     1   1
0.874011     0.059478     1   2
0.986578     0.067615     1   3
0.901458     0.058805     1   4
0.971556     0.063075     1   5
0.890256     0.057787     1   6
0.984866     0.059940     1   7
0.983088     0.074767     1   8
1.007956     0.058942     1   9
0.945869     0.060492     1   10
0.935619     0.060874     1   11
1.014772     0.064303     1   12
0.925025     0.070072     1   13
0.969034     0.063754     1   14
0.941850     0.062622     1   15
0.691015     0.070443     2   1
0.935685     0.065799     2   2
1.038862     0.071348     2   3
0.882334     0.075754     2   4
1.021522     0.071473     2   5
0.925087     0.062601     2   6
0.930642     0.062475     2   7
0.794105     0.058355     2   8
0.860926     0.060981     2   9
0.850047     0.060304     2   10
1.066457     0.070183     2   11
1.009016     0.091040     2   12
1.214165     0.083983     2   13
0.904616     0.071296     2   14
0.846088     0.065546     2   15
1.096079     0.081923     3   1
1.045413     0.074986     3   2
1.130441     0.072270     3   3
1.019202     0.075675     3   4
0.971428     0.066009     3   5
0.949429     0.064302     3   6
0.896795     0.060891     3   7
0.775859     0.067331     3   8
0.772924     0.055520     3   9
0.899029     0.061308     3   10
0.958320     0.070100     3   11
1.129455     0.080015     3   12
0.984130     0.065762     3   13
0.833696     0.085747     3   14
1.054010     0.084776     3   15
0.936368     0.074631     4   1
1.047661     0.079445     4   2
1.076529     0.070449     4   3
0.942487     0.065129     4   4
0.943740     0.061616     4   5
0.781676     0.051843     4   6
0.708757     0.048946     4   7
0.736672     0.055037     4   8
0.748520     0.049643     4   9
0.873089     0.062915     4   10
1.079360     0.069456     4   11
1.109755     0.069390     4   12
1.090185     0.071542     4   13
1.109276     0.081993     4   14
1.064567     0.103437     4   15
0.978718     0.091233     5   1
1.240789     0.073044     5   2
1.228028     0.063411     5   3
1.148860     0.052778     5   4
0.967619     0.046576     5   5
0.820989     0.039214     5   6
0.622689     0.038393     5   7
0.611918     0.040328     5   8
0.734794     0.040872     5   9
0.760307     0.037340     5   10
0.991202     0.048542     5   11
1.176394     0.054001     5   12
1.202125     0.061154     5   13
1.395334     0.079947     5   14
1.150929     0.093264     5   15
