Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,1,0,24,1.0187337341271403,0.04837271262816398
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,2,24,48,0.9707166687891773,0.04835027430520658
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,3,48,72,1.0072307324430472,0.05606980755976344
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,4,72,96,0.9363039575042503,0.0562289043081575
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,5,96,120,0.9671892258186633,0.059072919696949146
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,6,120,144,0.8385418094416396,0.07079089228632908
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,7,144,168,0.8810874378763599,0.08007010197724121
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,8,168,192,0.9884829917158006,0.08611908302192986
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,9,192,216,1.0789017920581245,0.10570801235737376
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,10,216,240,0.9712270789054952,0.06945791914317737
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,11,240,264,0.9960888893854379,0.06315397980807431
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,12,264,288,0.8804718055217375,0.05166228718239566
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,13,288,312,0.8495992814522085,0.05312861027500172
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,14,312,336,1.044173933843868,0.05614094946154778
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,15,336,360,1.0303136142071205,0.049168139824847204
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,1,0,24,1.1063915293117836,0.051055226760490846
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,2,24,48,1.0517470592820968,0.04638971944027315
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,3,48,72,1.1252678255720963,0.05101501059273937
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,4,72,96,0.9683710057514038,0.05294134331903993
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,5,96,120,0.8474314190257874,0.060062890713565374
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,6,120,144,0.9452418376142304,0.06783545285583319
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,7,144,168,0.7336261325373027,0.07746100604635148
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,8,168,192,0.8961103416659566,0.0962556509128067
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,9,192,216,0.939652301335438,0.07867865854739144
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,10,216,240,0.9470793446194183,0.0685961152608878
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,11,240,264,0.9639500624634575,0.06075514136560405
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,12,264,288,0.8420063883919776,0.050244865120834106
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,13,288,312,0.9438344777037383,0.045368513330467736
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,14,312,336,1.0684324702404748,0.052989752118059875
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,15,336,360,0.9771547914385976,0.050678121043182846
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,1,0,24,1.0394941080104483,0.05179121296888592
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,2,24,48,1.022265440635319,0.05030511469492202
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,3,48,72,0.8633664471937584,0.042767276975576876
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,4,72,96,0.9683829634204443,0.050512534444092476
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,5,96,120,0.8885071946105342,0.05649920170592184
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,6,120,144,0.8112701842390231,0.06246102896894718
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,7,144,168,0.6960733745707645,0.07414401673763937
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,8,168,192,0.6940089558169797,0.08158548066519478
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,9,192,216,0.8475837488522022,0.07561057869709108
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,10,216,240,0.7526739701411669,0.05957282340009226
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,11,240,264,0.8357208560913041,0.0553344073832844
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,12,264,288,0.8453048537957794,0.06268397135298204
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,13,288,312,0.8888464164345009,0.04278901930943643
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,14,312,336,0.8335712345314531,0.04515374906575244
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,15,336,360,1.0252148955336449,0.05178314972619104
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,1,0,24,1.0828328446729312,0.05009170218500793
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,2,24,48,1.1950613435478332,0.07916673024134878
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,3,48,72,0.9164089220487907,0.04678836434299042
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,4,72,96,0.8903611191534523,0.05420081087541959
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,5,96,120,0.7690315407485028,0.05534546129506157
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,6,120,144,0.8174426405891502,0.0808097591089192
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,7,144,168,0.5796175244122977,0.07097453345594157
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,8,168,192,0.9001813169881683,0.1060535090329845
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,9,192,216,0.7356914697222087,0.07925882838141944
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,10,216,240,0.7906935647839848,0.06276907178552012
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,11,240,264,0.7663725883237561,0.06748448788243569
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,12,264,288,0.8061368619012164,0.04661903817781235
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,13,288,312,0.8811128798528525,0.048985154296943605
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,14,312,336,0.900402928630884,0.04444216019501003
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,15,336,360,1.0840161109820134,0.050296793239940324
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,1,0,24,1.0719596481649947,0.04777901313514565
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,2,24,48,0.8781952420722356,0.04072014924869533
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,3,48,72,0.8823409878794185,0.04477861538525338
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,4,72,96,0.6760179994928356,0.05287166020408037
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,5,96,120,0.8628587595364214,0.053844254274636016
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,6,120,144,0.7924415786768514,0.07366270467699777
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,7,144,168,0.9467670383544166,0.11164403564860821
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,8,168,192,0.9175305989980036,0.13249537515454524
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,9,192,216,0.9775918985144186,0.12285266876271664
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,10,216,240,0.8563330777070696,0.08690193378545714
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,11,240,264,0.7314713130809054,0.049003659419869436
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,12,264,288,0.7839335358659134,0.05242667981500846
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,13,288,312,0.7851026219285909,0.042594567994308816
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,14,312,336,0.8643532361781279,0.040057868480488756
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,15,336,360,0.9341485758444639,0.046079964126672
