Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
1.0244e-07,9.812e-09,9.1239e-08,0.28672,5.7,12.0,0.198,2.67407,3.61614
1.0572e-07,1.2003e-08,8.9813e-08,0.28672,5.7,36.0,0.198,2.67407,3.61614
8.9274e-08,8.1478e-09,8.7056e-08,0.28672,5.7,60.0,0.198,2.67407,3.61614
8.1921e-08,6.7622e-09,8.3238e-08,0.28672,5.7,84.0,0.198,2.67407,3.61614
6.8774e-08,5.7006e-09,7.8901e-08,0.28672,5.7,108.0,0.198,2.67407,3.61614
7.8876e-08,5.4976e-09,7.4836e-08,0.28672,5.7,132.0,0.198,2.67407,3.61614
7.6903e-08,5.3527e-09,7.1925e-08,0.28672,5.7,156.0,0.198,2.67407,3.61614
6.9952e-08,4.5836e-09,7.0866e-08,0.28672,5.7,180.0,0.198,2.67407,3.61614
7.8816e-08,5.003e-09,7.1925e-08,0.28672,5.7,204.0,0.198,2.67407,3.61614
7.5981e-08,5.3593e-09,7.4836e-08,0.28672,5.7,228.0,0.198,2.67407,3.61614
8.1563e-08,6.5395e-09,7.8901e-08,0.28672,5.7,252.0,0.198,2.67407,3.61614
8.3114e-08,6.8382e-09,8.3238e-08,0.28672,5.7,276.0,0.198,2.67407,3.61614
7.9148e-08,7.4465e-09,8.7056e-08,0.28672,5.7,300.0,0.198,2.67407,3.61614
8.3174e-08,8.9034e-09,8.9813e-08,0.28672,5.7,324.0,0.198,2.67407,3.61614
8.9363e-08,1.0188e-08,9.1239e-08,0.28672,5.7,348.0,0.198,2.67407,3.61614
8.0973e-08,9.977e-09,8.075e-08,0.29155,9.04,12.0,0.254,2.63499,3.77487
9.1703e-08,9.0612e-09,7.97e-08,0.29155,9.04,36.0,0.254,2.63499,3.77487
8.0006e-08,8.6818e-09,7.7286e-08,0.29155,9.04,60.0,0.254,2.63499,3.77487
7.5073e-08,6.3735e-09,7.3262e-08,0.29155,9.04,84.0,0.254,2.63499,3.77487
6.5841e-08,5.4342e-09,6.7932e-08,0.29155,9.04,108.0,0.254,2.63499,3.77487
6.8181e-08,4.1271e-09,6.2356e-08,0.29155,9.04,132.0,0.254,2.63499,3.77487
6.2703e-08,4.134e-09,5.8076e-08,0.29155,9.04,156.0,0.254,2.63499,3.77487
6.5581e-08,4.4372e-09,5.6466e-08,0.29155,9.04,180.0,0.254,2.63499,3.77487
6.5893e-08,4.0689e-09,5.8076e-08,0.29155,9.04,204.0,0.254,2.63499,3.77487
6.8777e-08,4.2094e-09,6.2356e-08,0.29155,9.04,228.0,0.254,2.63499,3.77487
8.1808e-08,5.5877e-09,6.7932e-08,0.29155,9.04,252.0,0.254,2.63499,3.77487
6.584e-08,5.7488e-09,7.3262e-08,0.29155,9.04,276.0,0.254,2.63499,3.77487
7.9163e-08,7.0446e-09,7.7286e-08,0.29155,9.04,300.0,0.254,2.63499,3.77487
7.2286e-08,8.1029e-09,7.97e-08,0.29155,9.04,324.0,0.254,2.63499,3.77487
8.251e-08,8.8542e-09,8.075e-08,0.29155,9.04,348.0,0.254,2.63499,3.77487
7.2943e-08,8.2245e-09,7.2374e-08,0.29348,10.98,12.0,0.291,2.61756,3.84605
7.522e-08,8.7861e-09,7.2104e-08,0.29348,10.98,36.0,0.291,2.61756,3.84605
7.3863e-08,6.7205e-09,7.0894e-08,0.29348,10.98,60.0,0.291,2.61756,3.84605
6.0992e-08,4.8678e-09,6.7994e-08,0.29348,10.98,84.0,0.291,2.61756,3.84605
6.3442e-08,4.3217e-09,6.3339e-08,0.29348,10.98,108.0,0.291,2.61756,3.84605
5.2413e-08,3.4394e-09,5.7935e-08,0.29348,10.98,132.0,0.291,2.61756,3.84605
5.6065e-08,3.9994e-09,5.355e-08,0.29348,10.98,156.0,0.291,2.61756,3.84605
5.7828e-08,4.1101e-09,5.186e-08,0.29348,10.98,180.0,0.291,2.61756,3.84605
6.0941e-08,4.123e-09,5.355e-08,0.29348,10.98,204.0,0.291,2.61756,3.84605
6.2371e-08,3.9111e-09,5.7935e-08,0.29348,10.98,228.0,0.291,2.61756,3.84605
6.546e-08,4.2136e-09,6.3339e-08,0.29348,10.98,252.0,0.291,2.61756,3.84605
6.9677e-08,5.5211e-09,6.7994e-08,0.29348,10.98,276.0,0.291,2.61756,3.84605
7.1174e-08,6.4046e-09,7.0894e-08,0.29348,10.98,300.0,0.291,2.61756,3.84605
7.614e-08,7.6762e-09,7.2104e-08,0.29348,10.98,324.0,0.291,2.61756,3.84605
6.2355e-08,7.4848e-09,7.2374e-08,0.29348,10.98,348.0,0.291,2.61756,3.84605
7.3284e-08,9.2203e-09,6.2614e-08,0.29498,13.2,12.0,0.334,2.60706,3.88661
7.5721e-08,9.2217e-09,6.3168e-08,0.29498,13.2,36.0,0.334,2.60706,3.88661
6.6011e-08,5.9431e-09,6.325e-08,0.29498,13.2,60.0,0.334,2.60706,3.88661
5.4738e-08,4.4539e-09,6.1598e-08,0.29498,13.2,84.0,0.334,2.60706,3.88661
5.822e-08,4.3627e-09,5.776e-08,0.29498,13.2,108.0,0.334,2.60706,3.88661
5.5046e-08,3.8695e-09,5.2662e-08,0.29498,13.2,132.0,0.334,2.60706,3.88661
5.4988e-08,3.9276e-09,4.827e-08,0.29498,13.2,156.0,0.334,2.60706,3.88661
5.4629e-08,3.8724e-09,4.6536e-08,0.29498,13.2,180.0,0.334,2.60706,3.88661
6.4983e-08,4.3765e-09,4.827e-08,0.29498,13.2,204.0,0.334,2.60706,3.88661
6.141e-08,4.1086e-09,5.2662e-08,0.29498,13.2,228.0,0.334,2.60706,3.88661
5.9248e-08,4.1591e-09,5.776e-08,0.29498,13.2,252.0,0.334,2.60706,3.88661
6.1905e-08,5.0637e-09,6.1598e-08,0.29498,13.2,276.0,0.334,2.60706,3.88661
7.1938e-08,6.5926e-09,6.325e-08,0.29498,13.2,300.0,0.334,2.60706,3.88661
6.4599e-08,7.2528e-09,6.3168e-08,0.29498,13.2,324.0,0.334,2.60706,3.88661
7.0725e-08,9.7796e-09,6.2614e-08,0.29498,13.2,348.0,0.334,2.60706,3.88661
7.3827e-08,1.1733e-08,4.8686e-08,0.29533,17.43,12.0,0.429,2.59707,3.93161
6.8041e-08,9.2994e-09,4.9434e-08,0.29533,17.43,36.0,0.429,2.59707,3.93161
6.1932e-08,6.8485e-09,4.9775e-08,0.29533,17.43,60.0,0.429,2.59707,3.93161
5.0406e-08,4.568e-09,4.8278e-08,0.29533,17.43,84.0,0.429,2.59707,3.93161
4.0716e-08,3.2824e-09,4.4391e-08,0.29533,17.43,108.0,0.429,2.59707,3.93161
3.9473e-08,2.8372e-09,3.9073e-08,0.29533,17.43,132.0,0.429,2.59707,3.93161
3.6471e-08,2.9184e-09,3.4439e-08,0.29533,17.43,156.0,0.429,2.59707,3.93161
3.7277e-08,2.8323e-09,3.2601e-08,0.29533,17.43,180.0,0.429,2.59707,3.93161
3.9289e-08,2.9328e-09,3.4439e-08,0.29533,17.43,204.0,0.429,2.59707,3.93161
4.28e-08,3.0494e-09,3.9073e-08,0.29533,17.43,228.0,0.429,2.59707,3.93161
4.3665e-08,3.4902e-09,4.4391e-08,0.29533,17.43,252.0,0.429,2.59707,3.93161
4.7653e-08,4.6282e-09,4.8278e-08,0.29533,17.43,276.0,0.429,2.59707,3.93161
6.9021e-08,6.1708e-09,4.9775e-08,0.29533,17.43,300.0,0.429,2.59707,3.93161
6.8718e-08,8.6026e-09,4.9434e-08,0.29533,17.43,324.0,0.429,2.59707,3.93161
9.4269e-08,1.3109e-08,4.8686e-08,0.29533,17.43,348.0,0.429,2.59707,3.93161
