Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
9.8755e-08,8.6253e-09,9.9742e-08,0.77924,9.04,300.0,0.254,2.63499,3.77487
1.0492e-07,9.6463e-09,1.0335e-07,0.77924,9.04,324.0,0.254,2.63499,3.77487
1.0107e-07,9.5437e-09,1.046e-07,0.77924,9.04,348.0,0.254,2.63499,3.77487
8.2422e-08,7.9719e-09,8.7399e-08,0.77977,10.98,12.0,0.291,2.61756,3.84605
9.261e-08,8.2608e-09,8.7974e-08,0.77977,10.98,36.0,0.291,2.61756,3.84605
9.432e-08,8.2207e-09,8.7122e-08,0.77977,10.98,60.0,0.291,2.61756,3.84605
8.517e-08,8.0882e-09,8.2441e-08,0.77977,10.98,84.0,0.291,2.61756,3.84605
8.3518e-08,7.1497e-09,7.3235e-08,0.77977,10.98,108.0,0.291,2.61756,3.84605
5.9223e-08,5.8021e-09,6.1629e-08,0.77977,10.98,132.0,0.291,2.61756,3.84605
5.3144e-08,5.5898e-09,5.1847e-08,0.77977,10.98,156.0,0.291,2.61756,3.84605
5.0777e-08,5.0009e-09,4.8019e-08,0.77977,10.98,180.0,0.291,2.61756,3.84605
5.9664e-08,6.2816e-09,5.1847e-08,0.77977,10.98,204.0,0.291,2.61756,3.84605
6.8783e-08,5.8979e-09,6.1629e-08,0.77977,10.98,228.0,0.291,2.61756,3.84605
7.561e-08,6.374e-09,7.3235e-08,0.77977,10.98,252.0,0.291,2.61756,3.84605
8.2469e-08,7.592e-09,8.2441e-08,0.77977,10.98,276.0,0.291,2.61756,3.84605
9.1834e-08,7.7657e-09,8.7122e-08,0.77977,10.98,300.0,0.291,2.61756,3.84605
9.3866e-08,8.4383e-09,8.7974e-08,0.77977,10.98,324.0,0.291,2.61756,3.84605
9.1036e-08,8.6479e-09,8.7399e-08,0.77977,10.98,348.0,0.291,2.61756,3.84605
8.0495e-08,7.8122e-09,7.1213e-08,0.78021,13.2,12.0,0.334,2.60706,3.88661
8.5584e-08,7.5539e-09,7.3677e-08,0.78021,13.2,36.0,0.334,2.60706,3.88661
8.2379e-08,7.457e-09,7.5716e-08,0.78021,13.2,60.0,0.334,2.60706,3.88661
8.788e-08,7.6866e-09,7.3678e-08,0.78021,13.2,84.0,0.334,2.60706,3.88661
7.2501e-08,5.8752e-09,6.5967e-08,0.78021,13.2,108.0,0.334,2.60706,3.88661
5.6872e-08,5.1529e-09,5.4606e-08,0.78021,13.2,132.0,0.334,2.60706,3.88661
4.7302e-08,4.5563e-09,4.4431e-08,0.78021,13.2,156.0,0.334,2.60706,3.88661
4.2247e-08,4.1087e-09,4.0355e-08,0.78021,13.2,180.0,0.334,2.60706,3.88661
4.5661e-08,4.5394e-09,4.4431e-08,0.78021,13.2,204.0,0.334,2.60706,3.88661
5.5568e-08,5.0001e-09,5.4606e-08,0.78021,13.2,228.0,0.334,2.60706,3.88661
6.5807e-08,5.4846e-09,6.5967e-08,0.78021,13.2,252.0,0.334,2.60706,3.88661
7.103e-08,6.4198e-09,7.3678e-08,0.78021,13.2,276.0,0.334,2.60706,3.88661
7.3104e-08,6.3011e-09,7.5716e-08,0.78021,13.2,300.0,0.334,2.60706,3.88661
7.5439e-08,6.9448e-09,7.3677e-08,0.78021,13.2,324.0,0.334,2.60706,3.88661
7.704e-08,7.8507e-09,7.1213e-08,0.78021,13.2,348.0,0.334,2.60706,3.88661
7.6608e-08,7.3089e-09,5.3549e-08,0.78026,17.43,12.0,0.429,2.59707,3.93161
7.1845e-08,6.0867e-09,5.6518e-08,0.78026,17.43,36.0,0.429,2.59707,3.93161
6.3029e-08,4.7416e-09,5.9235e-08,0.78026,17.43,60.0,0.429,2.59707,3.93161
7.1393e-08,5.0549e-09,5.7604e-08,0.78026,17.43,84.0,0.429,2.59707,3.93161
5.5683e-08,3.9832e-09,4.9765e-08,0.78026,17.43,108.0,0.429,2.59707,3.93161
5.0261e-08,4.1128e-09,3.7832e-08,0.78026,17.43,132.0,0.429,2.59707,3.93161
3.61e-08,3.3802e-09,2.7025e-08,0.78026,17.43,156.0,0.429,2.59707,3.93161
2.6744e-08,3.2431e-09,2.2678e-08,0.78026,17.43,180.0,0.429,2.59707,3.93161
3.1192e-08,3.2504e-09,2.7025e-08,0.78026,17.43,204.0,0.429,2.59707,3.93161
4.8233e-08,3.8906e-09,3.7832e-08,0.78026,17.43,228.0,0.429,2.59707,3.93161
5.3818e-08,3.8455e-09,4.9765e-08,0.78026,17.43,252.0,0.429,2.59707,3.93161
6.0371e-08,4.3372e-09,5.7604e-08,0.78026,17.43,276.0,0.429,2.59707,3.93161
6.5659e-08,4.9086e-09,5.9235e-08,0.78026,17.43,300.0,0.429,2.59707,3.93161
6.5855e-08,5.6772e-09,5.6518e-08,0.78026,17.43,324.0,0.429,2.59707,3.93161
6.7263e-08,7.0061e-09,5.3549e-08,0.78026,17.43,348.0,0.429,2.59707,3.93161
