Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
1.5486e-07,1.3417e-08,1.3386e-07,0.77787,5.7,12.0,0.198,2.67407,3.61614
1.4754e-07,1.2589e-08,1.3134e-07,0.77787,5.7,36.0,0.198,2.67407,3.61614
1.3607e-07,1.1757e-08,1.2633e-07,0.77787,5.7,60.0,0.198,2.67407,3.61614
1.3572e-07,1.1463e-08,1.1913e-07,0.77787,5.7,84.0,0.198,2.67407,3.61614
1.1624e-07,1.1476e-08,1.1066e-07,0.77787,5.7,108.0,0.198,2.67407,3.61614
1.1073e-07,1.0895e-08,1.0251e-07,0.77787,5.7,132.0,0.198,2.67407,3.61614
1.2117e-07,1.1154e-08,9.6561e-08,0.77787,5.7,156.0,0.198,2.67407,3.61614
9.8408e-08,8.3484e-09,9.4377e-08,0.77787,5.7,180.0,0.198,2.67407,3.61614
9.6233e-08,8.3269e-09,9.6561e-08,0.77787,5.7,204.0,0.198,2.67407,3.61614
1.0173e-07,9.5899e-09,1.0251e-07,0.77787,5.7,228.0,0.198,2.67407,3.61614
1.0297e-07,1.0396e-08,1.1066e-07,0.77787,5.7,252.0,0.198,2.67407,3.61614
1.2444e-07,1.0893e-08,1.1913e-07,0.77787,5.7,276.0,0.198,2.67407,3.61614
1.18e-07,1.0021e-08,1.2633e-07,0.77787,5.7,300.0,0.198,2.67407,3.61614
1.379e-07,1.1937e-08,1.3134e-07,0.77787,5.7,324.0,0.198,2.67407,3.61614
1.5035e-07,1.3086e-08,1.3386e-07,0.77787,5.7,348.0,0.198,2.67407,3.61614
1.0344e-07,9.8456e-09,1.046e-07,0.77924,9.04,12.0,0.254,2.63499,3.77487
1.034e-07,9.7412e-09,1.0335e-07,0.77924,9.04,36.0,0.254,2.63499,3.77487
9.4079e-08,8.6974e-09,9.9742e-08,0.77924,9.04,60.0,0.254,2.63499,3.77487
1.0025e-07,9.4995e-09,9.2626e-08,0.77924,9.04,84.0,0.254,2.63499,3.77487
9.8282e-08,9.549e-09,8.2185e-08,0.77924,9.04,108.0,0.254,2.63499,3.77487
7.7326e-08,6.9628e-09,7.0594e-08,0.77924,9.04,132.0,0.254,2.63499,3.77487
5.5817e-08,5.1606e-09,6.1403e-08,0.77924,9.04,156.0,0.254,2.63499,3.77487
5.1522e-08,5.5189e-09,5.7895e-08,0.77924,9.04,180.0,0.254,2.63499,3.77487
4.718e-08,5.1337e-09,6.1403e-08,0.77924,9.04,204.0,0.254,2.63499,3.77487
7.2929e-08,6.2472e-09,7.0594e-08,0.77924,9.04,228.0,0.254,2.63499,3.77487
8.5666e-08,8.362e-09,8.2185e-08,0.77924,9.04,252.0,0.254,2.63499,3.77487
8.52e-08,8.3387e-09,9.2626e-08,0.77924,9.04,276.0,0.254,2.63499,3.77487
