Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,Counts,simc_yield,simc_yield_error,%error/yield
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,1,0,24,9483.0,0.12167378758359804,0.00126495014705494,1.0396242051607334
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,2,24,48,9979.0,0.1279907655068708,0.0012975535625881535,1.0137868598953712
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,3,48,72,9952.0,0.12777471397147,0.0012974361419630332,1.0154091538430128
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,4,72,96,9536.0,0.12333459648328825,0.0012795091973604783,1.0374292646539374
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,5,96,120,8126.0,0.107831241548887,0.001211084675796343,1.1231296778190936
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,6,120,144,5734.0,0.07824595807029747,0.001045606680664359,1.33630759524341
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,7,144,168,4143.0,0.057538702686168154,0.0009046208322138613,1.5721953919397715
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,8,168,192,3984.0,0.055533790136048894,0.000890227381390976,1.6030373205395516
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,9,192,216,4297.0,0.059649724155714755,0.0009207343437097831,1.543568485423703
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,10,216,240,5655.0,0.07699193733542377,0.0010362100919461433,1.3458683179146163
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,11,240,264,8031.0,0.10651384651528364,0.0012032997623326403,1.1297120531272702
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,12,264,288,9548.0,0.12358546861595819,0.0012810372088247072,1.0365597372985087
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,13,288,312,9855.0,0.12686203540619614,0.001294065582304322,1.0200574018546116
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,14,312,336,9866.0,0.12627200408918834,0.0012875304416875585,1.019648378098245
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,15,336,360,9340.0,0.1196282476476992,0.00125343277903306,1.0477732506158357
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,1,0,24,5306.0,0.06386044673639873,0.0008880424967444622,1.3905986289292616
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,2,24,48,8086.0,0.09588359805623481,0.0010800634855650908,1.1264319523466817
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,3,48,72,10872.0,0.1277140117430655,0.0012410492137711763,0.9717408425536845
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,4,72,96,10642.0,0.12638132751132683,0.0012410028894428052,0.9819511425305936
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,5,96,120,8430.0,0.10296173807873149,0.0011350550448569136,1.102404704929295
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,6,120,144,5736.0,0.07329988243696452,0.000978248079824171,1.3345834226479587
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,7,144,168,4138.0,0.05406748247311277,0.0008488969632240455,1.5700693363079992
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,8,168,192,3676.0,0.04854032694981848,0.0008087023717375692,1.666042283921191
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,9,192,216,4118.0,0.05392018133569831,0.0008489463682037958,1.574450135689258
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,10,216,240,5671.0,0.07234836709257007,0.0009713593327793059,1.3426140379041964
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,11,240,264,8681.0,0.10616756484936712,0.0011535651641649083,1.0865514018350255
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,12,264,288,10412.0,0.12401709888561105,0.0012313567894011918,0.9928927546813133
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,13,288,312,10929.0,0.12890984526257288,0.0012489548286481874,0.9688591481156664
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,14,312,336,8066.0,0.09530043107538846,0.001075441367648583,1.1284748195922043
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,15,336,360,5411.0,0.0651504427347744,0.0008970729226506316,1.3769252901359244
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,1,0,24,1959.0,0.02402612989489599,0.0005497743697835873,2.2882352346741412
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,2,24,48,3465.0,0.04042810226955214,0.000696892493594733,1.723782355521515
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,3,48,72,9143.0,0.10114157386332066,0.001073030181442107,1.060919007343275
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,4,72,96,10842.0,0.12083798352117894,0.0011760752507579335,0.9732662003183842
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,5,96,120,9033.0,0.10408601942815734,0.0011091132316397156,1.0655736838944563
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,6,120,144,5571.0,0.06756817099706043,0.0009146567232489118,1.3536798610231793
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,7,144,168,3796.0,0.0470776300219152,0.0007714627356792367,1.6387034252151427
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,8,168,192,3376.0,0.04256747735754276,0.0007397696926333847,1.7378753418243162
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,9,192,216,3868.0,0.04831048750924379,0.0007844607378771405,1.6237897366012728
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,10,216,240,5800.0,0.07027692347576144,0.0009322669153935683,1.3265619342530095
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,11,240,264,8960.0,0.10319509685362133,0.001103672575156472,1.069500982902311
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,12,264,288,10645.0,0.1196359714041516,0.001174636608015607,0.9818423290495762
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,13,288,312,8873.0,0.09857610244934722,0.001061334227284614,1.076664831448347
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,14,312,336,3418.0,0.039959825876362175,0.0006934458809125167,1.7353576140648739
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,15,336,360,1877.0,0.023175057281367283,0.0005417357661504367,2.3375811311844807
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,1,0,24,852.0,0.010979419260396361,0.0003805717993772638,3.466228862850848
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,2,24,48,1362.0,0.016765818169916617,0.00046030175914879443,2.7454774618439255
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,3,48,72,5246.0,0.05639785550235988,0.0007928451796786973,1.4058073177011525
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,4,72,96,10075.0,0.10561270854506748,0.0010685272577433387,1.011741174394152
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,5,96,120,9186.0,0.09919130202559774,0.0010488139980097022,1.0573648864282885
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,6,120,144,5327.0,0.0612295411213036,0.0008484463757952235,1.3856814215124396
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,7,144,168,3174.0,0.03784260422859712,0.0006794058101841981,1.7953463405427597
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,8,168,192,2523.0,0.03044968713768987,0.0006131677992642293,2.01370804399913
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,9,192,216,3073.0,0.03681661114370348,0.000671565238665479,1.8240821678133532
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,10,216,240,5412.0,0.061957590874112574,0.0008518861407855426,1.374950395531731
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,11,240,264,9239.0,0.09993156789162316,0.0010537796614573758,1.0545012789153982
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,12,264,288,9765.0,0.10313746616980012,0.0010592653688739398,1.0270422652521063
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,13,288,312,4694.0,0.05086481055573617,0.0007561880377164107,1.4866624478779922
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,14,312,336,1385.0,0.017242632449372738,0.0004695854100161842,2.7233974359481694
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,15,336,360,850.0,0.010855523686550822,0.0003767321508144249,3.470418947002693
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,1,0,24,303.0,0.0038539901312180814,0.00022383271965224693,5.807817665103958
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,2,24,48,552.0,0.006864937478447478,0.00029566593299898636,4.306899136769006
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,3,48,72,2054.0,0.023066509597119065,0.0005180898634637727,2.2460696157015474
