Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,8,168,192,1.0029606491866552,0.07131135753883697
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,9,192,216,1.0271060823991922,0.06952460693079027
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,10,216,240,0.9844755465610036,0.061751761832848334
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,11,240,264,0.9491021356670432,0.06102601855881632
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,12,264,288,0.947083997632024,0.07499533305065904
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,13,288,312,0.9180021534979853,0.08255271232245091
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,14,312,336,0.9384632495864684,0.09461640996713915
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,15,336,360,0.7512817356624206,0.0901522365806098
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,1,0,24,0.9776842545167079,0.12300117745324973
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,2,24,48,1.027134164727294,0.12504182006016942
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,3,48,72,0.9319818197373346,0.08396503989754926
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,4,72,96,0.8134561332562804,0.06596592445134389
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,5,96,120,0.9208343886939464,0.06901861465370868
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,6,120,144,0.9692809337959858,0.06800254027606781
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,7,144,168,1.0483925719822047,0.07480796389284129
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,8,168,192,1.07467403290827,0.07609040766566273
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,9,192,216,1.2390633460728786,0.08333980660835547
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,10,216,240,1.071892683647704,0.07176522026490528
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,11,240,264,0.9384407774734591,0.06585802653664119
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,12,264,288,0.9103731842294338,0.07461142701560092
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,13,288,312,1.0185431633785618,0.09331840934885138
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,14,312,336,0.8766271799430072,0.09837309311601794
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,15,336,360,0.9434652183014538,0.13041741439886376
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,1,0,24,1.202741922996083,0.19097489718215316
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,2,24,48,1.1252041506942179,0.1537361594498467
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,3,48,72,1.0866502442452883,0.11998542723626383
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,4,72,96,0.9380224108430549,0.08480212835445416
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,5,96,120,0.8541137350887478,0.06871886808619898
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,6,120,144,0.98720370748131,0.07051858189522446
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,7,144,168,1.0084001749266758,0.08051828276611693
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,8,168,192,1.064857526128029,0.08091906768049587
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,9,192,216,1.0859107727778077,0.08086777262715558
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,10,216,240,1.0646322092319254,0.0755144026653584
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,11,240,264,0.9061259182287776,0.07263323189498647
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,12,264,288,0.8870524464555704,0.08595577330016586
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,13,288,312,1.2069501268050709,0.10792294804848729
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,14,312,336,1.1400721197048433,0.14267553376688025
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,15,336,360,1.542790968877166,0.21446076352696167
