Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,1,0,24,1.0888246737419414,0.10428258688851613
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,2,24,48,1.1477354408644334,0.13030701128721822
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,3,48,72,1.011150027729021,0.09228236550642352
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,4,72,96,0.9824355865349662,0.08107648323180608
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,5,96,120,0.8737798924920701,0.07237805609395029
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,6,120,144,1.0574627138772659,0.07366434249698757
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,7,144,168,1.0790461725515474,0.07509400018981922
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,8,168,192,0.998492622987207,0.06542373546450993
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,9,192,216,1.1066503677250399,0.07023302289105482
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,10,216,240,1.0201918317797056,0.07192827402001252
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,11,240,264,1.0354381873935905,0.08295642601667434
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,12,264,288,0.9967439292545617,0.08200182486178066
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,13,288,312,0.8961588704350474,0.08431040072457811
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,14,312,336,0.9029498544841879,0.09665364428555973
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,15,336,360,0.9508408216769823,0.10840012449968235
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,1,0,24,0.9194405327850814,0.11325623808894916
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,2,24,48,1.064627533940164,0.10517029294194855
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,3,48,72,0.9743438288845133,0.10566901831180765
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,4,72,96,0.9775157091093213,0.0829426116547049
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,5,96,120,0.915979432347842,0.07539219404754269
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,6,120,144,1.0276711879187637,0.06221263334701971
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,7,144,168,1.004931103981415,0.06625821105901056
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,8,168,192,1.076838048279198,0.07287431304323355
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,9,192,216,1.0568313721508884,0.06524817875002865
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,10,216,240,1.036888946464282,0.06346721257886657
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,11,240,264,1.1375286060865826,0.0776077622565116
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,12,264,288,0.8502197096912586,0.0743600076134257
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,13,288,312,0.9624943760326112,0.08565161454165479
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,14,312,336,0.8390986671126571,0.09405878978031047
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,15,336,360,0.9357094805445435,0.10039874107932759
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,1,0,24,0.8832913911608299,0.09959354829364982
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,2,24,48,0.9288246520662229,0.10838431091086204
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,3,48,72,0.9524252552658854,0.08666820507526336
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,4,72,96,0.8327958023506942,0.06627945351021829
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,5,96,120,0.9213659531286686,0.06270407408394435
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,6,120,144,0.8275062492857164,0.05429590799239125
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,7,144,168,0.949271947343639,0.0677169801032282
