0.948639     0.063600     1   1
1.027844     0.069053     1   2
1.156893     0.078237     1   3
1.029543     0.066723     1   4
1.090046     0.070744     1   5
1.000679     0.064990     1   6
1.129141     0.068716     1   7
1.142605     0.086968     1   8
1.159923     0.067742     1   9
1.070178     0.068437     1   10
1.041670     0.067715     1   11
1.156812     0.072994     1   12
1.069764     0.080410     1   13
1.182608     0.075174     1   14
1.115125     0.073436     1   15
0.792276     0.079249     2   1
0.998275     0.069981     2   2
1.063680     0.073187     2   3
0.865303     0.074933     2   4
1.007266     0.070633     2   5
0.905230     0.061837     2   6
0.932727     0.063339     2   7
0.801084     0.059668     2   8
0.898100     0.063515     2   9
0.850555     0.060897     2   10
1.025515     0.068098     2   11
0.974679     0.089173     2   12
1.241668     0.086032     2   13
0.971249     0.076234     2   14
0.943397     0.072677     2   15
1.271030     0.094850     3   1
1.169361     0.083998     3   2
1.161674     0.074758     3   3
1.025275     0.077552     3   4
0.894906     0.061530     3   5
0.880640     0.060725     3   6
0.918395     0.062418     3   7
0.780389     0.069117     3   8
0.751125     0.055089     3   9
0.849403     0.059260     3   10
0.923627     0.068044     3   11
1.111835     0.081358     3   12
1.038005     0.069931     3   13
0.917163     0.094109     3   14
1.227922     0.097998     3   15
1.131420     0.090203     4   1
1.181568     0.089844     4   2
1.087653     0.073085     4   3
0.885078     0.065970     4   4
0.881992     0.057712     4   5
0.718402     0.049124     4   6
0.726437     0.050448     4   7
0.787857     0.059089     4   8
0.739908     0.049644     4   9
0.864496     0.063696     4   10
0.996455     0.065785     4   11
1.172116     0.075166     4   12
1.133433     0.075701     4   13
1.306701     0.096933     4   14
1.310628     0.127485     4   15
1.098361     0.102230     5   1
1.238759     0.073029     5   2
1.127490     0.059150     5   3
1.087230     0.051452     5   4
0.780391     0.039322     5   5
0.787140     0.038593     5   6
0.721999     0.044758     5   7
0.783416     0.052078     5   8
0.853148     0.048029     5   9
0.721545     0.036643     5   10
0.853675     0.042596     5   11
1.102537     0.052598     5   12
1.134556     0.058313     5   13
1.385104     0.079293     5   14
1.323793     0.106027     5   15
