Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
5.743e-08,2.7192e-09,6.5943e-08,0.28672,5.7,12.0,0.198,2.6741,3.61601
5.8518e-08,2.9079e-09,6.8146e-08,0.28672,5.7,36.0,0.198,2.6741,3.61601
6.8763e-08,3.8253e-09,7.1834e-08,0.28672,5.7,60.0,0.198,2.6741,3.61601
7.3954e-08,4.441e-09,7.5916e-08,0.28672,5.7,84.0,0.198,2.6741,3.61601
8.728e-08,5.3306e-09,7.9419e-08,0.28672,5.7,108.0,0.198,2.6741,3.61601
8.2597e-08,6.9731e-09,8.1832e-08,0.28672,5.7,132.0,0.198,2.6741,3.61601
9.0047e-08,8.1834e-09,8.3131e-08,0.28672,5.7,156.0,0.198,2.6741,3.61601
1.0236e-07,8.9179e-09,8.3525e-08,0.28672,5.7,180.0,0.198,2.6741,3.61601
1.1059e-07,1.0835e-08,8.3131e-08,0.28672,5.7,204.0,0.198,2.6741,3.61601
9.5625e-08,6.839e-09,8.1832e-08,0.28672,5.7,228.0,0.198,2.6741,3.61601
8.9919e-08,5.7007e-09,7.9419e-08,0.28672,5.7,252.0,0.198,2.6741,3.61601
6.9478e-08,4.0764e-09,7.5916e-08,0.28672,5.7,276.0,0.198,2.6741,3.61601
5.8113e-08,3.6315e-09,7.1834e-08,0.28672,5.7,300.0,0.198,2.6741,3.61601
6.3183e-08,3.3878e-09,6.8146e-08,0.28672,5.7,324.0,0.198,2.6741,3.61601
5.7959e-08,2.7666e-09,6.5943e-08,0.28672,5.7,348.0,0.198,2.6741,3.61601
5.5957e-08,2.5872e-09,5.5623e-08,0.29156,9.04,12.0,0.254,2.63496,3.77492
5.7192e-08,2.5151e-09,5.785e-08,0.29156,9.04,36.0,0.254,2.63496,3.77492
6.8441e-08,3.1021e-09,6.1241e-08,0.29156,9.04,60.0,0.254,2.63496,3.77492
6.7508e-08,3.6909e-09,6.4307e-08,0.29156,9.04,84.0,0.254,2.63496,3.77492
6.6254e-08,4.6958e-09,6.598e-08,0.29156,9.04,108.0,0.254,2.63496,3.77492
7.8811e-08,5.6563e-09,6.6163e-08,0.29156,9.04,132.0,0.254,2.63496,3.77492
6.2392e-08,6.5863e-09,6.5611e-08,0.29156,9.04,156.0,0.254,2.63496,3.77492
7.6244e-08,8.1884e-09,6.5284e-08,0.29156,9.04,180.0,0.254,2.63496,3.77492
7.9904e-08,6.69e-09,6.5611e-08,0.29156,9.04,204.0,0.254,2.63496,3.77492
7.9083e-08,5.7273e-09,6.6163e-08,0.29156,9.04,228.0,0.254,2.63496,3.77492
7.5396e-08,4.7515e-09,6.598e-08,0.29156,9.04,252.0,0.254,2.63496,3.77492
5.875e-08,3.5064e-09,6.4307e-08,0.29156,9.04,276.0,0.254,2.63496,3.77492
5.7475e-08,2.7624e-09,6.1241e-08,0.29156,9.04,300.0,0.254,2.63496,3.77492
5.7067e-08,2.8344e-09,5.785e-08,0.29156,9.04,324.0,0.254,2.63496,3.77492
4.9878e-08,2.5838e-09,5.5623e-08,0.29156,9.04,348.0,0.254,2.63496,3.77492
5.3201e-08,2.6453e-09,5.2415e-08,0.29347,10.93,12.0,0.29,2.61804,3.8439
5.6076e-08,2.7617e-09,5.4314e-08,0.29347,10.93,36.0,0.29,2.61804,3.8439
5.284e-08,2.6169e-09,5.6946e-08,0.29347,10.93,60.0,0.29,2.61804,3.8439
