Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
6.5839e-08,3.435e-09,5.8736e-08,0.29347,10.93,84.0,0.29,2.61804,3.8439
6.4995e-08,4.1329e-09,5.8712e-08,0.29347,10.93,108.0,0.29,2.61804,3.8439
6.0562e-08,4.6816e-09,5.7113e-08,0.29347,10.93,132.0,0.29,2.61804,3.8439
5.1696e-08,5.5068e-09,5.519e-08,0.29347,10.93,156.0,0.29,2.61804,3.8439
5.1022e-08,5.9969e-09,5.4348e-08,0.29347,10.93,180.0,0.29,2.61804,3.8439
6.3045e-08,5.6232e-09,5.519e-08,0.29347,10.93,204.0,0.29,2.61804,3.8439
5.6725e-08,4.49e-09,5.7113e-08,0.29347,10.93,228.0,0.29,2.61804,3.8439
6.1245e-08,4.0552e-09,5.8712e-08,0.29347,10.93,252.0,0.29,2.61804,3.8439
5.7738e-08,4.2928e-09,5.8736e-08,0.29347,10.93,276.0,0.29,2.61804,3.8439
5.4635e-08,2.6292e-09,5.6946e-08,0.29347,10.93,300.0,0.29,2.61804,3.8439
4.5435e-08,2.4606e-09,5.4314e-08,0.29347,10.93,324.0,0.29,2.61804,3.8439
5.2381e-08,2.6433e-09,5.2415e-08,0.29347,10.93,348.0,0.29,2.61804,3.8439
5.4456e-08,2.5177e-09,4.8129e-08,0.29487,13.03,12.0,0.331,2.60728,3.88624
6.4044e-08,4.2464e-09,4.9765e-08,0.29487,13.03,36.0,0.331,2.60728,3.88624
5.4837e-08,2.8005e-09,5.1784e-08,0.29487,13.03,60.0,0.331,2.60728,3.88624
5.8335e-08,3.5504e-09,5.2545e-08,0.29487,13.03,84.0,0.331,2.60728,3.88624
5.1746e-08,3.724e-09,5.1148e-08,0.29487,13.03,108.0,0.331,2.60728,3.88624
5.3996e-08,5.3373e-09,4.8106e-08,0.29487,13.03,132.0,0.331,2.60728,3.88624
3.6333e-08,4.4482e-09,4.5074e-08,0.29487,13.03,156.0,0.331,2.60728,3.88624
5.4861e-08,6.4629e-09,4.3814e-08,0.29487,13.03,180.0,0.331,2.60728,3.88624
4.6132e-08,4.9703e-09,4.5074e-08,0.29487,13.03,204.0,0.331,2.60728,3.88624
5.2279e-08,4.1502e-09,4.8106e-08,0.29487,13.03,228.0,0.331,2.60728,3.88624
5.1707e-08,4.5535e-09,5.1148e-08,0.29487,13.03,252.0,0.331,2.60728,3.88624
5.2943e-08,3.0639e-09,5.2545e-08,0.29487,13.03,276.0,0.331,2.60728,3.88624
5.3129e-08,2.9521e-09,5.1784e-08,0.29487,13.03,300.0,0.331,2.60728,3.88624
4.8212e-08,2.3794e-09,4.9765e-08,0.29487,13.03,324.0,0.331,2.60728,3.88624
5.4564e-08,2.5315e-09,4.8129e-08,0.29487,13.03,348.0,0.331,2.60728,3.88624
4.158e-08,1.8512e-09,3.3618e-08,0.29531,17.36,12.0,0.427,2.59773,3.92866
3.7163e-08,1.7222e-09,3.5535e-08,0.29531,17.36,36.0,0.427,2.59773,3.92866
4.3693e-08,2.2137e-09,3.8032e-08,0.29531,17.36,60.0,0.427,2.59773,3.92866
3.6506e-08,2.8659e-09,3.9334e-08,0.29531,17.36,84.0,0.427,2.59773,3.92866
4.7388e-08,2.9563e-09,3.8418e-08,0.29531,17.36,108.0,0.427,2.59773,3.92866
4.1296e-08,3.8383e-09,3.5726e-08,0.29531,17.36,132.0,0.427,2.59773,3.92866
4.4998e-08,5.3065e-09,3.2894e-08,0.29531,17.36,156.0,0.427,2.59773,3.92866
4.1959e-08,6.0576e-09,3.1697e-08,0.29531,17.36,180.0,0.427,2.59773,3.92866
4.6567e-08,5.8498e-09,3.2894e-08,0.29531,17.36,204.0,0.427,2.59773,3.92866
4.4667e-08,4.5306e-09,3.5726e-08,0.29531,17.36,228.0,0.427,2.59773,3.92866
4.0168e-08,2.6899e-09,3.8418e-08,0.29531,17.36,252.0,0.427,2.59773,3.92866
4.2581e-08,2.8483e-09,3.9334e-08,0.29531,17.36,276.0,0.427,2.59773,3.92866
3.9169e-08,2.1152e-09,3.8032e-08,0.29531,17.36,300.0,0.427,2.59773,3.92866
3.6545e-08,1.6928e-09,3.5535e-08,0.29531,17.36,324.0,0.427,2.59773,3.92866
3.6474e-08,1.7975e-09,3.3618e-08,0.29531,17.36,348.0,0.427,2.59773,3.92866
