t_central,theta_cm,Q2,W,sigma_L,sigma_L_err,sigma_T,sigma_T_err,sigma_LT,sigma_LT_err,sigma_TT,sigma_TT_err
0.198,5.7,3.61601,2.6741,0.5389498774726998,0.02714589873201396,0.3451692013531672,0.012786591842691371,-0.19425695588028413,0.009745432182569158,0.02221258105085672,0.019870735793346285
0.254,9.04,3.77492,2.63496,0.17388866453476934,0.021829627585214253,0.38089382978067876,0.010737453574637354,-0.12558937954378374,0.007231378399245064,-0.05666764751332794,0.01558855892769372
0.29,10.93,3.8439,2.61804,0.16498101448782365,0.019973877480612776,0.32003178695825457,0.010085226146134312,-0.06935815373560587,0.00609191598994108,-0.06112635363346868,0.013636523243130983
0.331,13.03,3.88624,2.60728,0.05524924938326793,0.01771026340154703,0.32396031285443405,0.009816407085665736,-0.028418425705045394,0.004762079903282054,-0.08721322063548624,0.011109388925178433
0.427,17.36,3.92866,2.59773,0.024631408300777542,0.011460879379574244,0.25961407423064164,0.00703026797678483,-0.03771595405222274,0.003025245515363585,-0.09661043289171724,0.006829441286046186
