Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
6.4146e-08,4.2351e-09,9.4377e-08,0.77787,5.7,12.0,0.198,2.6741,3.61601
7.5923e-08,5.0855e-09,9.9181e-08,0.77787,5.7,36.0,0.198,2.6741,3.61601
1.0184e-07,6.8885e-09,1.0704e-07,0.77787,5.7,60.0,0.198,2.6741,3.61601
1.1019e-07,7.1471e-09,1.1537e-07,0.77787,5.7,84.0,0.198,2.6741,3.61601
1.3967e-07,9.0432e-09,1.22e-07,0.77787,5.7,108.0,0.198,2.6741,3.61601
1.4955e-07,9.6803e-09,1.2605e-07,0.77787,5.7,132.0,0.198,2.6741,3.61601
1.8336e-07,1.1119e-08,1.2787e-07,0.77787,5.7,156.0,0.198,2.6741,3.61601
1.8785e-07,1.4213e-08,1.2834e-07,0.77787,5.7,180.0,0.198,2.6741,3.61601
1.8497e-07,1.0824e-08,1.2787e-07,0.77787,5.7,204.0,0.198,2.6741,3.61601
1.5856e-07,1.011e-08,1.2605e-07,0.77787,5.7,228.0,0.198,2.6741,3.61601
1.3452e-07,8.7343e-09,1.22e-07,0.77787,5.7,252.0,0.198,2.6741,3.61601
1.2363e-07,7.8087e-09,1.1537e-07,0.77787,5.7,276.0,0.198,2.6741,3.61601
9.4106e-08,7.0729e-09,1.0704e-07,0.77787,5.7,300.0,0.198,2.6741,3.61601
8.7986e-08,5.551e-09,9.9181e-08,0.77787,5.7,324.0,0.198,2.6741,3.61601
7.3251e-08,4.8145e-09,9.4377e-08,0.77787,5.7,348.0,0.198,2.6741,3.61601
3.5678e-08,3.5158e-09,6.7212e-08,0.77924,9.04,12.0,0.254,2.63496,3.77492
5.1501e-08,3.6002e-09,7.2527e-08,0.77924,9.04,36.0,0.254,2.63496,3.77492
7.0144e-08,4.8162e-09,8.043e-08,0.77924,9.04,60.0,0.254,2.63496,3.77492
7.4769e-08,6.4347e-09,8.7137e-08,0.77924,9.04,84.0,0.254,2.63496,3.77492
1.0639e-07,7.4432e-09,9.0057e-08,0.77924,9.04,108.0,0.254,2.63496,3.77492
1.1292e-07,7.6404e-09,8.9192e-08,0.77924,9.04,132.0,0.254,2.63496,3.77492
1.2652e-07,8.4674e-09,8.6797e-08,0.77924,9.04,156.0,0.254,2.63496,3.77492
1.1243e-07,8.2086e-09,8.56e-08,0.77924,9.04,180.0,0.254,2.63496,3.77492
1.1461e-07,8.1575e-09,8.6797e-08,0.77924,9.04,204.0,0.254,2.63496,3.77492
1.0325e-07,7.324e-09,8.9192e-08,0.77924,9.04,228.0,0.254,2.63496,3.77492
1.0969e-07,7.2296e-09,9.0057e-08,0.77924,9.04,252.0,0.254,2.63496,3.77492
8.5532e-08,7.7453e-09,8.7137e-08,0.77924,9.04,276.0,0.254,2.63496,3.77492
8.1739e-08,5.6555e-09,8.043e-08,0.77924,9.04,300.0,0.254,2.63496,3.77492
5.062e-08,3.9621e-09,7.2527e-08,0.77924,9.04,324.0,0.254,2.63496,3.77492
4.1411e-08,3.1809e-09,6.7212e-08,0.77924,9.04,348.0,0.254,2.63496,3.77492
4.5898e-08,3.4243e-09,6.031e-08,0.77977,10.93,12.0,0.29,2.61804,3.8439
5.2086e-08,3.7242e-09,6.5216e-08,0.77977,10.93,36.0,0.29,2.61804,3.8439
6.7794e-08,4.3426e-09,7.1956e-08,0.77977,10.93,60.0,0.29,2.61804,3.8439
7.7371e-08,5.7774e-09,7.6388e-08,0.77977,10.93,84.0,0.29,2.61804,3.8439
8.5682e-08,5.8281e-09,7.5985e-08,0.77977,10.93,108.0,0.29,2.61804,3.8439
9.5545e-08,6.4773e-09,7.1441e-08,0.77977,10.93,132.0,0.29,2.61804,3.8439
9.5917e-08,6.5366e-09,6.6132e-08,0.77977,10.93,156.0,0.29,2.61804,3.8439
8.5125e-08,7.366e-09,6.3823e-08,0.77977,10.93,180.0,0.29,2.61804,3.8439
8.3582e-08,5.9939e-09,6.6132e-08,0.77977,10.93,204.0,0.29,2.61804,3.8439
9.0973e-08,6.2096e-09,7.1441e-08,0.77977,10.93,228.0,0.29,2.61804,3.8439
8.5742e-08,6.2696e-09,7.5985e-08,0.77977,10.93,252.0,0.29,2.61804,3.8439
8.5246e-08,6.0958e-09,7.6388e-08,0.77977,10.93,276.0,0.29,2.61804,3.8439
6.0371e-08,4.039e-09,7.1956e-08,0.77977,10.93,300.0,0.29,2.61804,3.8439
4.2287e-08,4.2529e-09,6.5216e-08,0.77977,10.93,324.0,0.29,2.61804,3.8439
4.572e-08,3.5911e-09,6.031e-08,0.77977,10.93,348.0,0.29,2.61804,3.8439
3.3988e-08,2.7064e-09,5.4415e-08,0.78017,13.03,12.0,0.331,2.60728,3.88624
4.5495e-08,3.4257e-09,5.8996e-08,0.78017,13.03,36.0,0.331,2.60728,3.88624
5.7088e-08,3.7619e-09,6.4806e-08,0.78017,13.03,60.0,0.331,2.60728,3.88624
6.2914e-08,4.4284e-09,6.7412e-08,0.78017,13.03,84.0,0.331,2.60728,3.88624
7.3215e-08,4.7488e-09,6.4339e-08,0.78017,13.03,108.0,0.331,2.60728,3.88624
6.5091e-08,4.3217e-09,5.6834e-08,0.78017,13.03,132.0,0.331,2.60728,3.88624
5.8985e-08,4.0866e-09,4.918e-08,0.78017,13.03,156.0,0.331,2.60728,3.88624
6.0041e-08,4.5075e-09,4.5977e-08,0.78017,13.03,180.0,0.331,2.60728,3.88624
6.2757e-08,4.1681e-09,4.918e-08,0.78017,13.03,204.0,0.331,2.60728,3.88624
7.3413e-08,5.2889e-09,5.6834e-08,0.78017,13.03,228.0,0.331,2.60728,3.88624
8.3217e-08,5.3635e-09,6.4339e-08,0.78017,13.03,252.0,0.331,2.60728,3.88624
7.6605e-08,4.811e-09,6.7412e-08,0.78017,13.03,276.0,0.331,2.60728,3.88624
5.8649e-08,3.8625e-09,6.4806e-08,0.78017,13.03,300.0,0.331,2.60728,3.88624
4.8617e-08,3.5867e-09,5.8996e-08,0.78017,13.03,324.0,0.331,2.60728,3.88624
4.0653e-08,3.8899e-09,5.4415e-08,0.78017,13.03,348.0,0.331,2.60728,3.88624
1.9807e-08,1.8437e-09,3.4835e-08,0.78025,17.36,12.0,0.427,2.59773,3.92866
3.0558e-08,1.7938e-09,4.0003e-08,0.78025,17.36,36.0,0.427,2.59773,3.92866
4.3381e-08,2.2356e-09,4.6789e-08,0.78025,17.36,60.0,0.427,2.59773,3.92866
5.7242e-08,2.6268e-09,5.0467e-08,0.78025,17.36,84.0,0.427,2.59773,3.92866
5.8962e-08,2.8399e-09,4.8299e-08,0.78025,17.36,108.0,0.427,2.59773,3.92866
5.7869e-08,2.7686e-09,4.1403e-08,0.78025,17.36,132.0,0.427,2.59773,3.92866
4.2405e-08,2.6313e-09,3.4067e-08,0.78025,17.36,156.0,0.427,2.59773,3.92866
3.9356e-08,2.6052e-09,3.0958e-08,0.78025,17.36,180.0,0.427,2.59773,3.92866
