Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
1.1399e-07,8.9023e-09,9.6547e-08,0.77787,5.7,12.0,0.198,2.6741,3.61601
1.4217e-07,1.0133e-08,9.2218e-08,0.77787,5.7,36.0,0.198,2.6741,3.61601
1.334e-07,9.6717e-09,8.4489e-08,0.77787,5.7,60.0,0.198,2.6741,3.61601
1.0139e-07,6.8474e-09,7.4939e-08,0.77787,5.7,84.0,0.198,2.6741,3.61601
9.7434e-08,6.5227e-09,6.5361e-08,0.77787,5.7,108.0,0.198,2.6741,3.61601
7.622e-08,5.064e-09,5.7362e-08,0.77787,5.7,132.0,0.198,2.6741,3.61601
7.6235e-08,4.7595e-09,5.2113e-08,0.77787,5.7,156.0,0.198,2.6741,3.61601
7.3295e-08,5.7174e-09,5.0291e-08,0.77787,5.7,180.0,0.198,2.6741,3.61601
8.0075e-08,4.7692e-09,5.2113e-08,0.77787,5.7,204.0,0.198,2.6741,3.61601
8.2013e-08,5.3737e-09,5.7362e-08,0.77787,5.7,228.0,0.198,2.6741,3.61601
9.2555e-08,6.1668e-09,6.5361e-08,0.77787,5.7,252.0,0.198,2.6741,3.61601
1.1804e-07,7.7092e-09,7.4939e-08,0.77787,5.7,276.0,0.198,2.6741,3.61601
1.2917e-07,1.0158e-08,8.4489e-08,0.77787,5.7,300.0,0.198,2.6741,3.61601
1.3987e-07,1.0244e-08,9.2218e-08,0.77787,5.7,324.0,0.198,2.6741,3.61601
1.6815e-07,1.1664e-08,9.6547e-08,0.77787,5.7,348.0,0.198,2.6741,3.61601
1.4066e-07,1.618e-08,5.5917e-08,0.77924,9.04,12.0,0.254,2.63496,3.77492
1.7262e-07,1.346e-08,5.1507e-08,0.77924,9.04,36.0,0.254,2.63496,3.77492
1.4816e-07,1.0919e-08,4.3386e-08,0.77924,9.04,60.0,0.254,2.63496,3.77492
6.8222e-08,6.3083e-09,3.2871e-08,0.77924,9.04,84.0,0.254,2.63496,3.77492
5.0771e-08,3.6491e-09,2.1732e-08,0.77924,9.04,108.0,0.254,2.63496,3.77492
2.2783e-08,1.5927e-09,1.191e-08,0.77924,9.04,132.0,0.254,2.63496,3.77492
9.5492e-09,6.6566e-10,5.18e-09,0.77924,9.04,156.0,0.254,2.63496,3.77492
4.3076e-09,3.295e-10,2.787e-09,0.77924,9.04,180.0,0.254,2.63496,3.77492
9.6602e-09,6.9338e-10,5.18e-09,0.77924,9.04,204.0,0.254,2.63496,3.77492
2.1548e-08,1.5835e-09,1.191e-08,0.77924,9.04,228.0,0.254,2.63496,3.77492
5.0358e-08,3.456e-09,2.1732e-08,0.77924,9.04,252.0,0.254,2.63496,3.77492
7.3246e-08,7.2188e-09,3.2871e-08,0.77924,9.04,276.0,0.254,2.63496,3.77492
1.7057e-07,1.2496e-08,4.3386e-08,0.77924,9.04,300.0,0.254,2.63496,3.77492
1.6533e-07,1.4189e-08,5.1507e-08,0.77924,9.04,324.0,0.254,2.63496,3.77492
1.773e-07,1.5586e-08,5.5917e-08,0.77924,9.04,348.0,0.254,2.63496,3.77492
2.3022e-07,2.9534e-08,4.3986e-08,0.77977,10.93,12.0,0.29,2.61804,3.8439
1.9757e-07,2.0413e-08,3.9919e-08,0.77977,10.93,36.0,0.29,2.61804,3.8439
1.8289e-07,1.3315e-08,3.2202e-08,0.77977,10.93,60.0,0.29,2.61804,3.8439
