Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
7.5257e-08,6.3091e-09,2.1788e-08,0.77977,10.93,84.0,0.29,2.61804,3.8439
2.594e-08,1.8491e-09,1.0253e-08,0.77977,10.93,108.0,0.29,2.61804,3.8439
-7.7518e-10,-5.4606e-11,-3.2862e-10,0.77977,10.93,132.0,0.29,2.61804,3.8439
-1.8313e-08,-1.2668e-09,-7.7957e-09,0.77977,10.93,156.0,0.29,2.61804,3.8439
-2.0466e-08,-1.8576e-09,-1.0492e-08,0.77977,10.93,180.0,0.29,2.61804,3.8439
-1.4688e-08,-1.1031e-09,-7.7957e-09,0.77977,10.93,204.0,0.29,2.61804,3.8439
-7.4739e-10,-5.3687e-11,-3.2861e-10,0.77977,10.93,228.0,0.29,2.61804,3.8439
2.7991e-08,2.1244e-09,1.0253e-08,0.77977,10.93,252.0,0.29,2.61804,3.8439
7.468e-08,6.3685e-09,2.1788e-08,0.77977,10.93,276.0,0.29,2.61804,3.8439
1.6181e-07,1.2763e-08,3.2202e-08,0.77977,10.93,300.0,0.29,2.61804,3.8439
1.0356e-07,1.6809e-08,3.9919e-08,0.77977,10.93,324.0,0.29,2.61804,3.8439
9.8217e-08,1.8683e-08,4.3986e-08,0.77977,10.93,348.0,0.29,2.61804,3.8439
1.5288e-07,3.0571e-08,3.6575e-08,0.78017,13.03,12.0,0.331,2.60728,3.88624
1.49e-07,2.3757e-08,3.3029e-08,0.78017,13.03,36.0,0.331,2.60728,3.88624
1.6538e-07,1.5166e-08,2.5983e-08,0.78017,13.03,60.0,0.331,2.60728,3.88624
4.9052e-08,4.5832e-09,1.5899e-08,0.78017,13.03,84.0,0.331,2.60728,3.88624
1.2718e-08,8.5215e-10,4.0709e-09,0.78017,13.03,108.0,0.331,2.60728,3.88624
-1.6818e-08,-1.1691e-09,-7.2969e-09,0.78017,13.03,132.0,0.331,2.60728,3.88624
-3.4869e-08,-2.4477e-09,-1.5579e-08,0.78017,13.03,156.0,0.331,2.60728,3.88624
-4.4324e-08,-3.3585e-09,-1.8618e-08,0.78017,13.03,180.0,0.331,2.60728,3.88624
-3.5322e-08,-2.3946e-09,-1.5579e-08,0.78017,13.03,204.0,0.331,2.60728,3.88624
-2.0377e-08,-1.526e-09,-7.2969e-09,0.78017,13.03,228.0,0.331,2.60728,3.88624
1.4183e-08,9.6919e-10,4.0709e-09,0.78017,13.03,252.0,0.331,2.60728,3.88624
8.512e-08,6.1182e-09,1.5899e-08,0.78017,13.03,276.0,0.331,2.60728,3.88624
1.7948e-07,1.5966e-08,2.5983e-08,0.78017,13.03,300.0,0.331,2.60728,3.88624
1.7801e-07,3.1043e-08,3.3029e-08,0.78017,13.03,324.0,0.331,2.60728,3.88624
1.0954e-07,3.2262e-08,3.6575e-08,0.78017,13.03,348.0,0.331,2.60728,3.88624
7.0621e-07,1.2239e-07,2.7436e-08,0.78025,17.36,12.0,0.427,2.59773,3.92866
3.6544e-07,6.7252e-08,2.5365e-08,0.78025,17.36,36.0,0.427,2.59773,3.92866
2.015e-07,1.981e-08,2.0329e-08,0.78025,17.36,60.0,0.427,2.59773,3.92866
8.3968e-08,4.2982e-09,1.1522e-08,0.78025,17.36,84.0,0.427,2.59773,3.92866
-1.7946e-09,-8.9859e-11,-5.257e-10,0.78025,17.36,108.0,0.427,2.59773,3.92866
-3.9131e-08,-1.8974e-09,-1.3379e-08,0.78025,17.36,132.0,0.427,2.59773,3.92866
-5.6192e-08,-3.4757e-09,-2.3356e-08,0.78025,17.36,156.0,0.427,2.59773,3.92866
-6.7781e-08,-4.5009e-09,-2.7127e-08,0.78025,17.36,180.0,0.427,2.59773,3.92866
-6.6392e-08,-3.7274e-09,-2.3356e-08,0.78025,17.36,204.0,0.427,2.59773,3.92866
-3.5919e-08,-1.8018e-09,-1.3379e-08,0.78025,17.36,228.0,0.427,2.59773,3.92866
-1.9444e-09,-9.663e-11,-5.2569e-10,0.78025,17.36,252.0,0.427,2.59773,3.92866
8.3769e-08,4.3701e-09,1.1522e-08,0.78025,17.36,276.0,0.427,2.59773,3.92866
1.8649e-07,1.8308e-08,2.0329e-08,0.78025,17.36,300.0,0.427,2.59773,3.92866
2.8056e-07,6.2623e-08,2.5365e-08,0.78025,17.36,324.0,0.427,2.59773,3.92866
2.8392e-07,7.3983e-08,2.7436e-08,0.78025,17.36,348.0,0.427,2.59773,3.92866
