Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,Counts,simc_yield,simc_yield_error,%error/yield
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,1,0,24,4069.0,0.056279113414181486,0.0008918327048740128,1.5846601887820153
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,2,24,48,4713.0,0.06410689548524419,0.0009442916947749643,1.4729955141757205
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,3,48,72,6898.0,0.0899607320208414,0.0010962820581350847,1.2186228741236862
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,4,72,96,9076.0,0.11147706648186625,0.0011864300184169228,1.064281700137774
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,5,96,120,9713.0,0.1129548545010746,0.0011643227076200751,1.0307858947390331
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,6,120,144,9829.0,0.10865206758701487,0.0011160275526469706,1.027157216086285
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,7,144,168,9746.0,0.10483674172515575,0.0010830546282849815,1.0330868839136202
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,8,168,192,9281.0,0.09950169507915417,0.0010529225841400113,1.0581956250116196
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,9,192,216,9780.0,0.10538079139789439,0.0010861815289009643,1.0307206033401144
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,10,216,240,10147.0,0.11224791932446215,0.001135019218070413,1.0111717214013949
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,11,240,264,9672.0,0.11201513177834335,0.0011573624263027183,1.033219715879921
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,12,264,288,9155.0,0.11247559809312598,0.0011922343778450765,1.059993810264469
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,13,288,312,6991.0,0.09177335174889818,0.001110678854190088,1.2102411353886533
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,14,312,336,4837.0,0.06596166275600522,0.0009591981957960127,1.4541752826094219
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,15,336,360,3933.0,0.05454546289586072,0.000879099279287787,1.611681765293991
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,1,0,24,3844.0,0.05435824005092814,0.0008833888237914023,1.6251240344863205
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,2,24,48,4741.0,0.06487369811109188,0.0009500611048093429,1.4644781051057498
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,3,48,72,7158.0,0.0913051571724677,0.0010909731331970522,1.1948647447551035
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,4,72,96,9850.0,0.11436872692374932,0.0011706981056499551,1.02361732716538
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,5,96,120,10713.0,0.11556520340165684,0.0011388547192567337,0.9854650757620751
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,6,120,144,9944.0,0.10146215910369608,0.0010426952753485729,1.0276691177869774
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,7,144,168,6415.0,0.06745702822586637,0.0008621394372730799,1.2780572461425048
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,8,168,192,5057.0,0.05458809663889003,0.0007843839787640836,1.4369139557162494
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,9,192,216,6374.0,0.06719750822780265,0.0008615996688407622,1.2821899078756007
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,10,216,240,9918.0,0.10096102079400615,0.0010384308629537778,1.0285463189526578
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,11,240,264,10918.0,0.11772594678460506,0.0011493759895033623,0.9763149253802946
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,12,264,288,9925.0,0.1149918428616264,0.0011726194937813521,1.0197414569591732
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,13,288,312,6958.0,0.08912933076989656,0.001080225480168523,1.2119753069360746
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,14,312,336,4722.0,0.06472780298467436,0.0009495733528620059,1.467025465219076
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,15,336,360,3842.0,0.05416848237331247,0.0008804337403350506,1.6253616526809314
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,1,0,24,3637.0,0.05447888552075407,0.0009098258792288382,1.6700522973845242
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,2,24,48,4896.0,0.0701499265694873,0.0010110553597120122,1.4412778589447375
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,3,48,72,7677.0,0.10038744880064365,0.00116100013352004,1.156519213697356
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,4,72,96,10671.0,0.12456942901519544,0.0012316570549280525,0.9887313963507134
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,5,96,120,11154.0,0.12103893489852875,0.0011782600911091567,0.9734554357215172
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,6,120,144,6030.0,0.06530809094481917,0.0008696529165866526,1.3316158901681099
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,7,144,168,2360.0,0.029125639115396874,0.0006106193554491112,2.096501137811309
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,8,168,192,1808.0,0.02283546909275008,0.0005457331785543757,2.3898487757697864
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,9,192,216,2422.0,0.029968272242346824,0.0006214894491913272,2.0738247576152498
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,10,216,240,6163.0,0.06600058935825986,0.0008682388976545241,1.3155017342975672
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,11,240,264,11293.0,0.12127332507920038,0.0011748869551871117,0.9687925637561469
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,12,264,288,10797.0,0.1257005137558545,0.0012362602916057366,0.9834966100511723
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,13,288,312,7539.0,0.09875737963325558,0.0011522107567769138,1.1667085143973566
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,14,312,336,4733.0,0.0680004565014834,0.0009969815735651358,1.4661395303182811
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.31,15,336,360,3636.0,0.0545133237879879,0.0009107094096825846,1.6706180184948856
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,1,0,24,2642.0,0.041896783566908125,0.0008205240325037863,1.9584415858401871
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,2,24,48,3935.0,0.058966319376296615,0.0009483651376664188,1.6083166588953564
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,3,48,72,7473.0,0.09921209479595113,0.001164588924401971,1.173837652351937
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,4,72,96,10185.0,0.12125254383149187,0.001229851287691295,1.0142890605251584
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,5,96,120,7953.0,0.08826086398115626,0.0010237076236397594,1.1598658538605757
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,6,120,144,2214.0,0.026957214537977593,0.000589716950718598,2.1876034331655405
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,7,144,168,974.0,0.012978415626609754,0.00042259324642184893,3.2561235406531637
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,8,168,192,783.0,0.010628144646346928,0.0003855698663749131,3.6278191462838243
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,9,192,216,933.0,0.012441048807215695,0.0004138948287927307,3.3268483646867097
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,10,216,240,2356.0,0.028292715413395137,0.0006003516380102535,2.1219300771887664
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,11,240,264,8418.0,0.09207136995133909,0.0010406309674061188,1.1302438184161978
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,12,264,288,10191.0,0.12017991546152293,0.0012196904937541667,1.0148871290766264
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,13,288,312,7336.0,0.09732689484515011,0.0011531848924764211,1.184857376073871
