t_central,theta_cm,Q2,sigma_L,sigma_L_err,sigma_T,sigma_T_err,sigma_LT,sigma_LT_err,sigma_TT,sigma_TT_err
0.198,5.68,3.6168,0.6488785015731587,0.029077607467539783,0.2660093254448773,0.01359747007707,0.1674433070325224,0.008286592166522243,0.03466559202340873,0.01913225802165941
0.253,9.01,3.77112,0.31371100316953926,0.028240274595579498,0.3844543981072639,0.014044267499476003,0.15955361004923527,0.007998082224614131,-0.008576870196056064,0.018535003019476175
0.289,10.95,3.83474,0.32341911666380124,0.025130841906417633,0.3413939236673935,0.012804273602566682,0.15228277248480618,0.007346638097939929,0.0004041253759886706,0.016594423518986642
0.331,13.1,3.87784,0.1468068219945551,0.024792374365008862,0.3935889434489002,0.013996008708028555,0.09553071292411046,0.0066776769688501,-0.03577084163658788,0.014963712127779234
0.427,17.42,3.91888,-0.16998962884174476,0.02513017857659427,0.5939007487548317,0.016495734079734883,0.047934315304006055,0.006005863013960809,0.02038504467001873,0.01239351446895613
