Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
7.2732e-08,3.7636e-09,1.1208e-06,0.78016,17.42,60.0,0.427,2.60025,3.91888
7.5884e-08,3.5238e-09,1.0607e-06,0.78016,17.42,84.0,0.427,2.60025,3.91888
7.0048e-08,3.3875e-09,9.9839e-07,0.78016,17.42,108.0,0.427,2.60025,3.91888
6.5231e-08,3.1451e-09,9.4448e-07,0.78016,17.42,132.0,0.427,2.60025,3.91888
5.8965e-08,3.6332e-09,9.0808e-07,0.78016,17.42,156.0,0.427,2.60025,3.91888
6.1858e-08,4.1199e-09,8.9525e-07,0.78016,17.42,180.0,0.427,2.60025,3.91888
6.9663e-08,3.9075e-09,9.0808e-07,0.78016,17.42,204.0,0.427,2.60025,3.91888
6.0719e-08,3.0195e-09,9.4448e-07,0.78016,17.42,228.0,0.427,2.60025,3.91888
7.4918e-08,3.6561e-09,9.9839e-07,0.78016,17.42,252.0,0.427,2.60025,3.91888
7.8805e-08,3.6075e-09,1.0607e-06,0.78016,17.42,276.0,0.427,2.60025,3.91888
7.2011e-08,3.7064e-09,1.1208e-06,0.78016,17.42,300.0,0.427,2.60025,3.91888
8.5945e-08,4.9055e-09,1.168e-06,0.78016,17.42,324.0,0.427,2.60025,3.91888
1.0127e-07,8.0423e-09,1.1939e-06,0.78016,17.42,348.0,0.427,2.60025,3.91888
