0.757599     0.052603     1   1
0.873649     0.059449     1   2
0.987132     0.067657     1   3
0.902533     0.058878     1   4
0.972479     0.063134     1   5
0.890344     0.057793     1   6
0.984171     0.059898     1   7
0.982219     0.074703     1   8
1.007328     0.058905     1   9
0.945956     0.060498     1   10
0.936546     0.060935     1   11
1.015878     0.064375     1   12
0.925558     0.070114     1   13
0.968721     0.063724     1   14
0.940547     0.062525     1   15
0.688688     0.070142     2   1
0.934369     0.065697     2   2
1.041466     0.071527     2   3
0.886328     0.076093     2   4
1.024559     0.071689     2   5
0.925374     0.062621     2   6
0.928663     0.062347     2   7
0.791717     0.058188     2   8
0.859434     0.060871     2   9
0.850335     0.060324     2   10
1.069986     0.070414     2   11
1.013641     0.091444     2   12
1.217064     0.084183     2   13
0.903574     0.071204     2   14
0.842288     0.065227     2   15
1.086578     0.081173     3   1
1.043304     0.074821     3   2
1.135252     0.072579     3   3
1.025267     0.076122     3   4
0.976029     0.066325     3   5
0.949866     0.064332     3   6
0.894735     0.060746     3   7
0.773139     0.067102     3   8
0.770782     0.055372     3   9
0.899393     0.061333     3   10
0.962384     0.070404     3   11
1.136510     0.080498     3   12
0.988001     0.066019     3   13
0.832925     0.085611     3   14
1.046423     0.084053     3   15
0.925822     0.073752     4   1
1.045054     0.079225     4   2
1.081933     0.070794     4   3
0.948600     0.065515     4   4
0.947336     0.061873     4   5
0.781970     0.051863     4   6
0.707651     0.048866     4   7
0.735389     0.054937     4   8
0.747245     0.049557     4   9
0.873371     0.062936     4   10
1.083736     0.069744     4   11
1.115510     0.069754     4   12
1.095320     0.071880     4   13
1.105971     0.081734     4   14
1.054493     0.102352     4   15
0.976552     0.091025     5   1
1.246441     0.073395     5   2
1.198459     0.061815     5   3
1.101161     0.050530     5   4
0.942338     0.045340     5   5
0.818489     0.039092     5   6
0.631476     0.038946     5   7
0.623453     0.041093     5   8
0.745031     0.041447     5   9
0.758296     0.037238     5   10
0.966729     0.047329     5   11
1.129855     0.051775     5   12
1.174919     0.059718     5   13
1.401541     0.080328     5   14
1.148113     0.093015     5   15
