Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,1,0,24,1.1123841913587624,0.10653973625879783
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,2,24,48,1.1704437296858954,0.1328857693691321
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,3,48,72,1.0269363017721418,0.09372338227201281
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,4,72,96,0.9926273592513348,0.08192208808507927
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,5,96,120,0.8806388994308921,0.07296045071495702
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,6,120,144,1.0655477798198165,0.07424512306563556
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,7,144,168,1.0855520217408148,0.0755568445687548
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,8,168,192,1.0039742368204942,0.06578681432048573
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,9,192,216,1.113101837340068,0.07065389916670804
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,10,216,240,1.02741158223096,0.07245035946452082
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,11,240,264,1.0437757678710715,0.08364238683161893
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,12,264,288,1.0070708962746735,0.08285234816893777
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,13,288,312,0.9102088983492821,0.08563257564203408
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,14,312,336,0.9208339258042902,0.09856845583495201
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,15,336,360,0.9711673736972843,0.11071796613242349
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,1,0,24,0.9534147231629624,0.11744686892360816
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,2,24,48,1.1011109744081748,0.10877937305903243
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,3,48,72,1.0024711286848937,0.10873223663091457
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,4,72,96,1.0010810227856413,0.08495271952492256
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,5,96,120,0.9402479629227709,0.0774453617384556
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,6,120,144,1.0579786166685958,0.06404380279651525
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,7,144,168,1.0380725276862097,0.06844242748398584
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,8,168,192,1.1140607630310735,0.07539326127783086
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,9,192,216,1.09164354844655,0.06739598789597111
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,10,216,240,1.0670784183036905,0.06531893671685231
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,11,240,264,1.1677186932096242,0.07969011321430765
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,12,264,288,0.8724664945232566,0.07627208610000408
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,13,288,312,0.990578204270425,0.08815003106993287
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,14,312,336,0.867814689258821,0.09727760567413107
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,15,336,360,0.9705496441613289,0.10413924079416136
