Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,1,0,24,1.1559786986118938,0.10004692419475456
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,2,24,48,1.1195577527929375,0.095390508387651
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,3,48,72,1.068880747803637,0.0922819205085553
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,4,72,96,1.1313013361056423,0.09544664885347781
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,5,96,120,1.0520974262537481,0.10356256374245504
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,6,120,144,1.0864493131720905,0.10595479968913005
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,7,144,168,1.2477513745857425,0.1144399182350371
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,8,168,192,1.0486800882895386,0.08841671779689712
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,9,192,216,1.0020327222597256,0.08614840004432539
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,10,216,240,0.9996154028764506,0.09373016718189976
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,11,240,264,0.9373146612091322,0.09428133314445816
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,12,264,288,1.0411983141392929,0.09103845355866616
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,13,288,312,0.9306714319974342,0.0789343726090711
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,14,312,336,1.047308596031191,0.090543793546586
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,15,336,360,1.1225142122700345,0.09759395058105137
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,1,0,24,0.981430214303162,0.09320699783422975
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,2,24,48,0.9819711204008797,0.09250901486755587
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,3,48,72,0.9229466773527848,0.08516488064788082
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,4,72,96,1.0454594950016125,0.09890611600960073
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,5,96,120,1.1382389152202388,0.11021241323641044
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,6,120,144,1.0177479228898656,0.0915741380816943
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,7,144,168,0.8422454725426433,0.0776205918142905
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,8,168,192,0.8328261502169951,0.08864056631391976
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,9,192,216,0.7164282430250405,0.07754698831300812
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,10,216,240,0.9605118240638679,0.08224594890737709
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,11,240,264,0.9877483833012151,0.09625166342271667
