Physics Setting,Physics Yield,Physics Yield Error,SIMC Yield,SIMC Yield Error,Data/SIMC Ratio,Data/SIMC Ratio Error
Q3p85_W2p62_t0p21_loweps_center,4.846363106325247,0.08993829284191117,0.7078321612588885,0.0010814954929783498,6.8467687279226315,0.12749152246601964
Q3p85_W2p62_t0p21_loweps_left,3.9626553739796178,0.07622932038043069,0.6189883243110667,0.0009531582310093037,6.401825718425382,0.12354538833317337
Q3p85_W2p62_t0p21_higheps_right,24.395111745157894,0.7317646639861337,4.156910735055336,0.017981224867931876,5.868567621487102,0.17785661091890761
Q3p85_W2p62_t0p21_higheps_center,25.55190512408163,0.7887185055145558,4.839531982817923,0.02087813640981059,5.279829788252267,0.1645581547211477
Q3p85_W2p62_t0p21_higheps_left,18.23343182953061,0.47555043826333915,3.8273104854592974,0.01644448337487881,4.764032575565267,0.12592661782159825
