Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,1,0,24,0.9467165920027197,0.06271308406300342
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,2,24,48,1.063895671696743,0.07193922896144725
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,3,48,72,1.3310124600430682,0.08977878925371155
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,4,72,96,1.2910893713631695,0.08291842057394085
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,5,96,120,1.2335167780514744,0.07885529392363554
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,6,120,144,1.0139365942555343,0.06535153901572409
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,7,144,168,1.0364525189014304,0.06277833119775167
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,8,168,192,1.0212176040299836,0.07736799210874777
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,9,192,216,1.0547023449313213,0.06148258707413832
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,10,216,240,1.0746640699936907,0.06819120669682759
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,11,240,264,1.2040716429845857,0.07736220768333214
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,12,264,288,1.381283133318116,0.08693216728938431
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,13,288,312,1.2257151571595017,0.0921062231874845
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,14,312,336,1.2619368181558954,0.08032268651017478
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,15,336,360,1.072712733883726,0.07079577008147757
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,1,0,24,0.6695350745574985,0.0704091682033936
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,2,24,48,1.0428700638901764,0.07437323371924835
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,3,48,72,1.2223302149708482,0.0848377907535331
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,4,72,96,0.9917410431228233,0.08498815495483364
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,5,96,120,0.9298496734093606,0.0651220755887197
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,6,120,144,0.6965668941744598,0.0471911354974658
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,7,144,168,0.6241538809283237,0.04214464326760242
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,8,168,192,0.5104095081579897,0.037869675032955276
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,9,192,216,0.5875335714431241,0.041504592776565555
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,10,216,240,0.649904311532003,0.04614641496554771
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,11,240,264,0.9884784115246836,0.06491279195791091
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,12,264,288,1.1435858803025554,0.10224023756734771
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,13,288,312,1.4275668720869408,0.0995674187233052
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,14,312,336,0.9921975185628336,0.07933162961172657
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,15,336,360,0.8491441737327786,0.0666710716710409
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,1,0,24,1.2547230051494136,0.09703813026402848
