Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,2,24,48,1.301637054097161,0.09677006925345195
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,3,48,72,1.5800282028207868,0.10373095811674868
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,4,72,96,1.1430459116945098,0.08526721191428778
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,5,96,120,0.8019399620693828,0.054502546919483835
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,6,120,144,0.5823550453499342,0.03969628559324312
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,7,144,168,0.49885616355347345,0.033795092274760526
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,8,168,192,0.40099218553937405,0.035346754519266166
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,9,192,216,0.4129148671240985,0.03006799200617391
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,10,216,240,0.5556808106730269,0.038195711080701876
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,11,240,264,0.7897586230216606,0.0577661204449787
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,12,264,288,1.2804184085178039,0.09071512554244736
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,13,288,312,1.3154086415672184,0.08998852572635306
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,14,312,336,1.0252843111750332,0.11074257807200857
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,15,336,360,1.201407316726251,0.10100913442508977
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,1,0,24,1.2700490155799824,0.10685029459767742
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,2,24,48,1.541889771652786,0.13002215252496227
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,3,48,72,2.0077413770921257,0.13949800637252974
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,4,72,96,1.2165098176116838,0.08531300158101297
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,5,96,120,0.7305018190259044,0.04751059001714009
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,6,120,144,0.415836003934479,0.027914674838332314
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,7,144,168,0.3339586858197405,0.023068197211587083
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,8,168,192,0.3383713449022581,0.025286096630633675
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,9,192,216,0.34260943253585485,0.02283460508622029
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,10,216,240,0.4872100839751056,0.03530042031914054
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,11,240,264,0.8331849140469573,0.05375698201772059
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,12,264,288,1.417746071751559,0.09046457562187718
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,13,288,312,2.030780956509354,0.1414144715153697
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,14,312,336,1.7943509498664605,0.140866929946859
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,15,336,360,1.3102312571740489,0.1375887976491696
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,1,0,24,1.4382402514206902,0.14042957086995841
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,2,24,48,2.432684942881336,0.1561694865891512
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,3,48,72,3.1017019184111536,0.17514028919196048
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,4,72,96,2.4916485597566314,0.12236650629156565
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,5,96,120,0.803703649596591,0.03938207107634279
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,6,120,144,0.4173057016005425,0.020092570661734276
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,7,144,168,0.2687388451164224,0.016579144652873752
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,8,168,192,0.2619768144864754,0.017343040878173344
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,9,192,216,0.31723117189920924,0.017736456523197427
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,10,216,240,0.38330095215081167,0.01906464315927988
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,11,240,264,0.8336498887251598,0.04108626234164117
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,12,264,288,2.5152143871395096,0.12437157630150944
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,13,288,312,3.0158580547183003,0.1689764342854534
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,14,312,336,2.7464384588865083,0.1763303583744418
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,15,336,360,1.5443456894364291,0.13951890360284366
