Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,Counts,simc_yield,simc_yield_error,%error/yield
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,1,0,24,4069.0,0.05781108155244644,0.0009147072823268057,1.5822352008705798
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,2,24,48,4713.0,0.06589627596571501,0.0009689536863216635,1.470422527102742
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,3,48,72,6898.0,0.09282917180945222,0.0011292595769844503,1.2164921381636895
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,4,72,96,9076.0,0.11565760805700322,0.0012284181431354631,1.0621161580049474
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,5,96,120,9713.0,0.11747058747682013,0.0012081256403045154,1.0284494751019344
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,6,120,144,9829.0,0.11282824797279442,0.0011570771184993864,1.0255207709849268
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,7,144,168,9746.0,0.10840132381946217,0.0011189688627202493,1.0322464922880874
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,8,168,192,9281.0,0.10271050140908797,0.0010862666800356344,1.0576004061250937
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,9,192,216,9780.0,0.10892297796864403,0.001121704420552157,1.0298143160160982
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,10,216,240,10147.0,0.11651415855332453,0.0011761188282408612,1.009421380923926
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,11,240,264,9672.0,0.11655355543676417,0.0012016300748279075,1.0309681848185652
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,12,264,288,9155.0,0.11661584635961703,0.0012334432453082397,1.05769780335391
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,13,288,312,6991.0,0.09465186872455926,0.001143431011644621,1.2080384962837354
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,14,312,336,4837.0,0.06775603416862587,0.0009834863968087807,1.4515111589340624
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,15,336,360,3933.0,0.055968039525534516,0.0009006333556097464,1.6091922519438024
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,1,0,24,3844.0,0.05608305552077433,0.0009116889527056811,1.625604996446694
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,2,24,48,4741.0,0.06723857727341745,0.000985074603356804,1.4650437937601188
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,3,48,72,7158.0,0.09574917881457119,0.001144365787030502,1.1951703410915848
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,4,72,96,9850.0,0.12198073284720043,0.0012483586996103549,1.0234064597514063
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,5,96,120,10713.0,0.12491181192543703,0.0012307399454975572,0.9852870809625406
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,6,120,144,9944.0,0.11021517094574704,0.0011339038572552452,1.0288092351763485
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,7,144,168,6415.0,0.07362241988895639,0.0009418380735645174,1.2792816033282768
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,8,168,192,5057.0,0.05964356852420768,0.0008576846430545904,1.438016980332892
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,9,192,216,6374.0,0.0732722089243818,0.0009406956689136677,1.2838369181478915
