Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,1,0,24,1.0480551545168133,0.10037749572431308
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,2,24,48,1.1067137790265944,0.12564934372971517
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,3,48,72,0.9794448871378709,0.08938881159386217
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,4,72,96,0.9559612199413734,0.07889006747043731
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,5,96,120,0.8499540997702467,0.07040265017763113
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,6,120,144,1.026503394131264,0.07151160236667882
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,7,144,168,1.0444644678706216,0.07268688345548789
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,8,168,192,0.965306666320641,0.06324794103288367
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,9,192,216,1.0711214456530727,0.0679779049484474
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,10,216,240,0.9902683839101075,0.06982123472263221
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,11,240,264,1.007213259923279,0.08069260555256405
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,12,264,288,0.9697575538370462,0.07978164703298664
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,13,288,312,0.8679560099766456,0.0816570758890935
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,14,312,336,0.8707463603395746,0.09320630697074755
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,15,336,360,0.9154382015248009,0.10436382282964753
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,1,0,24,0.8632711956217202,0.10633940950069351
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,2,24,48,1.0037714865183738,0.0991582381359598
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,3,48,72,0.9273669632623439,0.10057103512236079
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,4,72,96,0.9404070281431705,0.07978767381954907
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,5,96,120,0.8840815884155796,0.07273232513124671
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,6,120,144,0.9934712955589915,0.06014288953702094
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,7,144,168,0.9708671530798128,0.06401279485063362
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,8,168,192,1.0395848428229406,0.07035371014281175
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,9,192,216,1.020903188562159,0.0630296752516188
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,10,216,240,1.0024950102129855,0.061364355309205205
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,11,240,264,1.0980859854682683,0.07490419964653279
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,12,264,288,0.8169295098706495,0.07147170141898547
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,13,288,312,0.9160356238755041,0.08151787675751712
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,14,312,336,0.7913437418609452,0.08870556028069389
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,15,336,360,0.8783090482683027,0.09424030341932078
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,1,0,24,0.8076460323086957,0.09106348963799729
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,2,24,48,0.8545768715597141,0.09972494854014163
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,3,48,72,0.8879499390512908,0.08080271002528397
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,4,72,96,0.7877170650078716,0.0626666113839917
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,5,96,120,0.8767433705784144,0.05965710994567655
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,6,120,144,0.7911380567662243,0.05191019229001762
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,7,144,168,0.9077871158797123,0.06475827514940057
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,8,168,192,0.9586022092667164,0.06815928624934496
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,9,192,216,0.9819345392019615,0.06647046490273324
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,10,216,240,0.9417178187636629,0.05907193988782007
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,11,240,264,0.9035916696891877,0.05808867243212237
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,12,264,288,0.8957349925318384,0.07092909183321221
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,13,288,312,0.8564408911197424,0.07701605211491629
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,14,312,336,0.8633699722995065,0.08704524353592308
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,15,336,360,0.6867078403730507,0.0824063638728031
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,1,0,24,0.8691043098427282,0.10933799562933082
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,2,24,48,0.9201463857139304,0.11201752188725517
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,3,48,72,0.8486706725016138,0.07645950726118209
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,4,72,96,0.7538299802065451,0.0611028402797137
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,5,96,120,0.8603627502234034,0.06449184675479572
