Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,6,120,144,0.9125910207474517,0.0640397301346834
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,7,144,168,0.9849473126916778,0.07029087554721584
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,8,168,192,1.0087134259495982,0.07143519085109704
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,9,192,216,1.1643878877561016,0.07833246284269793
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,10,216,240,1.0105907754633932,0.06765815147917331
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,11,240,264,0.8792067168279946,0.061687453779299156
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,12,264,288,0.843474357550591,0.06915638468605217
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,13,288,312,0.9293017836501789,0.08514324858326514
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,14,312,336,0.7854283927692863,0.08814844120577879
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,15,336,360,0.8391176255661748,0.11599875180029312
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,1,0,24,1.0339752795207038,0.16421103166414888
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,2,24,48,0.9727437614963663,0.13291516162396333
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,3,48,72,0.9542272526265758,0.10537723265741841
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,4,72,96,0.8409304743533318,0.07599349216580621
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,5,96,120,0.7739654360096621,0.06231359347976912
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,6,120,144,0.8935790941786957,0.06390861081383027
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,7,144,168,0.9156656400766614,0.0731301287516457
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,8,168,192,0.9716253193020835,0.07382779681444143
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,9,192,216,0.9865495896382839,0.07349396711561529
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,10,216,240,0.9654999201924025,0.06854170939336648
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,11,240,264,0.824949697350024,0.06606593166564437
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,12,264,288,0.7965483955177229,0.07715787845586305
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,13,288,312,1.0602658351573568,0.09480446573166952
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,14,312,336,0.9872701897418624,0.1235802658384426
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,15,336,360,1.329985082362164,0.18486447157949668
