Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,1,0,24,0.9390880393842298,0.09048125517262814
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,2,24,48,1.0255288872913675,0.0853908060455317
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,3,48,72,0.9735740762901028,0.07270793662322084
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,4,72,96,1.1758768640656547,0.08321045473941656
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,5,96,120,1.0805003370337083,0.07734038182591875
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,6,120,144,1.1996504446127227,0.0981307950472869
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,7,144,168,1.0744522109532837,0.1001760198203574
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,8,168,192,0.8910025756550212,0.10750273455058232
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,9,192,216,0.9101348271218976,0.0945575028426962
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,10,216,240,1.1235062176113086,0.09056629544376991
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,11,240,264,1.0327751152624884,0.0738376524026348
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,12,264,288,1.0066557449614832,0.07187313206111018
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,13,288,312,1.0089547047279936,0.0751413245971612
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,14,312,336,0.9345082229365883,0.0799763219688169
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,15,336,360,0.8366730378127525,0.08763187874219773
