Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,1,0,24,1.1277593007116282,0.09751192963743092
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,2,24,48,1.1008757119929395,0.09363972538328767
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,3,48,72,1.0616617950963498,0.0915528513727142
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,4,72,96,1.134230237163077,0.09561195244413033
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,5,96,120,1.052770521802646,0.1036122258767265
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,6,120,144,1.0804746422902927,0.10551359287603829
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,7,144,168,1.2383824360668103,0.11358132266290322
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,8,168,192,1.0375522079082644,0.08747974167867656
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,9,192,216,0.9924440006398058,0.08537574870711316
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,10,216,240,0.9938415774128705,0.09321386103775277
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,11,240,264,0.9355820308299936,0.09409234578457805
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,12,264,288,1.038866526627215,0.09076025912115787
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,13,288,312,0.9205203473494793,0.07795882825993355
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,14,312,336,1.0262150324529677,0.08859510451377282
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,15,336,360,1.0930936066026393,0.09494238909269191
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,1,0,24,0.9403400462771887,0.08904781902410562
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,2,24,48,0.9418507043557938,0.08879325067923864
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,3,48,72,0.9142586769703519,0.08398210568785015
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,4,72,96,1.055244512344369,0.09941049526943106
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,5,96,120,1.1296170858686965,0.10898201780358607
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,6,120,144,1.0000286458635121,0.08998497425376005
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,7,144,168,0.8189971704569574,0.07549410613690179
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,8,168,192,0.8054076899061939,0.08572075513484753
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,9,192,216,0.694791022805618,0.07523121137495027
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,10,216,240,0.9409112579807885,0.0805663623951631
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,11,240,264,0.9751341158072513,0.09486320972325808
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,12,264,288,0.8845376247310899,0.08652282254489523
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,13,288,312,0.952115290052811,0.08287405105493321
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,14,312,336,0.9780284829870138,0.08926194266787082
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,15,336,360,0.9264667306143193,0.08686800972336453
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,1,0,24,0.8771774912710669,0.08349927162155985
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,2,24,48,0.9744895881207322,0.08622810152276701
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,3,48,72,1.0215373889214467,0.08868331114946741
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,4,72,96,0.9891147221323889,0.09274230851084272
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,5,96,120,1.0302565794905476,0.08800520051669274
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,6,120,144,0.8490680050162543,0.08306444230489272
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,7,144,168,0.8987866712101219,0.09291626061752911
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,8,168,192,0.8965958459436427,0.08788486195472747
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,9,192,216,0.9864598846928623,0.10351355144600272
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,10,216,240,0.9850925938927588,0.08435159792247536
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,11,240,264,0.9310623147199504,0.07844410758691603
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,12,264,288,0.942833572845696,0.08617136264539653
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,13,288,312,0.9945743111933107,0.08398418052388512
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,14,312,336,0.9835882562307984,0.08798336725549047
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,15,336,360,0.9375903228256384,0.08889966251301219
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,1,0,24,0.9382683470350934,0.09059735791387047
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,2,24,48,0.9822040683250807,0.08747516192244377
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,3,48,72,0.9812398252635754,0.08871576733747022
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,4,72,96,1.1095520674940356,0.09612970363738359
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,5,96,120,0.9981760857383742,0.08081721120001377
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,6,120,144,0.9153575377637518,0.08290235232623244
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,7,144,168,0.8830167157466479,0.08476074931739933
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,8,168,192,0.8351192556609887,0.08091214042143147
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,9,192,216,0.8511161204073466,0.0841723793411451
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,10,216,240,0.8889588800778915,0.07990591712445377
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,11,240,264,0.90547245075552,0.07524188072266835
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,12,264,288,0.8860946694299666,0.07997969828610904
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,13,288,312,0.9019170445066707,0.07731322161734719
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,14,312,336,0.8900752792688166,0.08172637319586556
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,15,336,360,0.8762534859511404,0.0893620834804109
