0.002171     0.001878     1   1
0.107001     0.059258     1   2
0.000002     0.000002     1   3
0.210062     0.127123     1   4
0.000000     0.000000     1   5
0.003336     0.003110     1   6
0.010795     0.009129     1   7
0.208269     0.095604     1   8
0.068251     0.043170     1   9
0.067543     0.040515     1   10
0.326770     0.165324     1   11
0.019395     0.016703     1   12
0.017770     0.014244     1   13
0.010987     0.008340     1   14
0.006656     0.005665     1   15
0.006988     0.002565     2   1
0.001969     0.000896     2   2
0.000000     0.000000     2   3
0.004856     0.002429     2   4
0.002982     0.001566     2   5
0.001122     0.000968     2   6
0.001049     0.000895     2   7
0.001811     0.001526     2   8
0.004477     0.003108     2   9
0.005077     0.003713     2   10
0.001518     0.001339     2   11
0.000089     0.000074     2   12
0.001674     0.000796     2   13
0.000178     0.000155     2   14
0.012727     0.003603     2   15
0.000000     0.000000     3   1
0.000090     0.000079     3   2
0.007993     0.004455     3   3
0.004444     0.003795     3   4
0.001117     0.000722     3   5
0.004692     0.002344     3   6
0.000000     0.000000     3   7
0.003653     0.003463     3   8
0.017785     0.014450     3   9
0.028137     0.021102     3   10
0.004079     0.002658     3   11
0.000224     0.000161     3   12
0.001670     0.001129     3   13
0.000327     0.000322     3   14
0.006623     0.003562     3   15
0.012834     0.007303     4   1
0.007072     0.006540     4   2
0.001923     0.001208     4   3
0.116091     0.048211     4   4
0.019184     0.008736     4   5
0.051842     0.039122     4   6
0.357875     0.171706     4   7
0.001923     0.001924     4   8
0.155850     0.091023     4   9
0.362249     0.198756     4   10
0.000352     0.000353     4   11
0.002213     0.002010     4   12
0.000149     0.000142     4   13
0.002518     0.001788     4   14
0.000004     0.000004     4   15
0.076391     0.047291     5   1
1.215360     0.291551     5   2
0.109518     0.064656     5   3
0.022592     0.017869     5   4
0.170870     0.098911     5   5
0.166452     0.142173     5   6
0.388722     0.335870     5   7
0.001578     0.001580     5   8
1.527687     1.016195     5   9
0.251570     0.124815     5   10
0.331874     0.185099     5   11
0.269974     0.125986     5   12
0.171703     0.066211     5   13
0.209339     0.088873     5   14
0.457004     0.218343     5   15
