t_central,theta_cm,Q2,W,sigma_L,sigma_L_err,sigma_T,sigma_T_err,sigma_LT,sigma_LT_err,sigma_TT,sigma_TT_err
0.198,5.7,3.61614,2.67407,0.5287463569170411,0.04072448619332256,0.35321465093383564,0.01925661438556648,0.08350712809891066,0.011998493538429696,0.02652399488048757,0.027453524308490677
0.254,9.04,3.77487,2.63499,0.1454446584951031,0.030522327282865986,0.40445201091865784,0.015650159334287102,0.07401283038110308,0.008984009472346078,-0.07402959143207004,0.020927911776281675
0.291,10.98,3.84605,2.61756,0.18480367062590305,0.02702543241767048,0.32558320969656196,0.013700803717071037,0.05650160925869908,0.007832364087172115,-0.05654399717553334,0.017671730355744774
0.334,13.2,3.88661,2.60706,0.07451711749191933,0.02384558675661632,0.33325599449521875,0.013006099853062785,0.05012855266184447,0.0069195824836428355,-0.054602788200824974,0.015195106249114418
0.429,17.43,3.93161,2.59707,0.10090831162439357,0.017156005535750713,0.23607492204855873,0.00991431917126036,0.07016882939648086,0.005591265263831324,-0.05702018723851246,0.011123128988022068
