Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
5.3374e-08,7.2929e-09,5.4869e-08,0.29533,17.43,36.0,0.429,2.59707,3.93161
5.0587e-08,5.5864e-09,5.3014e-08,0.29533,17.43,60.0,0.429,2.59707,3.93161
4.1705e-08,3.7688e-09,4.9594e-08,0.29533,17.43,84.0,0.429,2.59707,3.93161
3.4645e-08,2.7894e-09,4.4763e-08,0.29533,17.43,108.0,0.429,2.59707,3.93161
3.5306e-08,2.5251e-09,3.9511e-08,0.29533,17.43,132.0,0.429,2.59707,3.93161
3.2407e-08,2.5882e-09,3.5392e-08,0.29533,17.43,156.0,0.429,2.59707,3.93161
3.2868e-08,2.4974e-09,3.3828e-08,0.29533,17.43,180.0,0.429,2.59707,3.93161
3.4916e-08,2.6011e-09,3.5392e-08,0.29533,17.43,204.0,0.429,2.59707,3.93161
3.8148e-08,2.7082e-09,3.9511e-08,0.29533,17.43,228.0,0.429,2.59707,3.93161
3.6927e-08,2.9573e-09,4.4763e-08,0.29533,17.43,252.0,0.429,2.59707,3.93161
3.9504e-08,3.8266e-09,4.9594e-08,0.29533,17.43,276.0,0.429,2.59707,3.93161
5.6209e-08,5.0259e-09,5.3014e-08,0.29533,17.43,300.0,0.429,2.59707,3.93161
5.4171e-08,6.7807e-09,5.4869e-08,0.29533,17.43,324.0,0.429,2.59707,3.93161
7.3922e-08,1.0275e-08,5.5581e-08,0.29533,17.43,348.0,0.429,2.59707,3.93161
