Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
9.7529e-08,9.3408e-09,9.3057e-08,0.28672,5.7,12.0,0.198,2.67407,3.61614
1.0114e-07,1.1483e-08,9.1388e-08,0.28672,5.7,36.0,0.198,2.67407,3.61614
8.638e-08,7.8835e-09,8.8193e-08,0.28672,5.7,60.0,0.198,2.67407,3.61614
8.0137e-08,6.6133e-09,8.3829e-08,0.28672,5.7,84.0,0.198,2.67407,3.61614
6.7091e-08,5.5572e-09,7.8935e-08,0.28672,5.7,108.0,0.198,2.67407,3.61614
7.6369e-08,5.3203e-09,7.4397e-08,0.28672,5.7,132.0,0.198,2.67407,3.61614
7.4336e-08,5.1733e-09,7.1172e-08,0.28672,5.7,156.0,0.198,2.67407,3.61614
6.7574e-08,4.4275e-09,7.0003e-08,0.28672,5.7,180.0,0.198,2.67407,3.61614
7.6234e-08,4.8381e-09,7.1172e-08,0.28672,5.7,204.0,0.198,2.67407,3.61614
7.3673e-08,5.1945e-09,7.4397e-08,0.28672,5.7,228.0,0.198,2.67407,3.61614
7.9504e-08,6.3695e-09,7.8935e-08,0.28672,5.7,252.0,0.198,2.67407,3.61614
8.1294e-08,6.688e-09,8.3829e-08,0.28672,5.7,276.0,0.198,2.67407,3.61614
7.6548e-08,7.2016e-09,8.8193e-08,0.28672,5.7,300.0,0.198,2.67407,3.61614
7.9576e-08,8.5179e-09,9.1388e-08,0.28672,5.7,324.0,0.198,2.67407,3.61614
8.5188e-08,9.7118e-09,9.3057e-08,0.28672,5.7,348.0,0.198,2.67407,3.61614
7.2234e-08,8.8979e-09,8.3675e-08,0.29155,9.04,12.0,0.254,2.63499,3.77487
8.3021e-08,8.2012e-09,8.2709e-08,0.29155,9.04,36.0,0.254,2.63499,3.77487
7.464e-08,8.0946e-09,8.0486e-08,0.29155,9.04,60.0,0.254,2.63499,3.77487
7.2204e-08,6.1261e-09,7.6779e-08,0.29155,9.04,84.0,0.254,2.63499,3.77487
6.3536e-08,5.227e-09,7.1867e-08,0.29155,9.04,108.0,0.254,2.63499,3.77487
6.6291e-08,4.0132e-09,6.6727e-08,0.29155,9.04,132.0,0.254,2.63499,3.77487
6.0952e-08,4.0188e-09,6.2781e-08,0.29155,9.04,156.0,0.254,2.63499,3.77487
6.3723e-08,4.3125e-09,6.1296e-08,0.29155,9.04,180.0,0.254,2.63499,3.77487
6.4093e-08,3.9571e-09,6.2781e-08,0.29155,9.04,204.0,0.254,2.63499,3.77487
6.6893e-08,4.0946e-09,6.6727e-08,0.29155,9.04,228.0,0.254,2.63499,3.77487
7.8916e-08,5.3831e-09,7.1867e-08,0.29155,9.04,252.0,0.254,2.63499,3.77487
6.2723e-08,5.4876e-09,7.6779e-08,0.29155,9.04,276.0,0.254,2.63499,3.77487
7.3728e-08,6.5611e-09,8.0486e-08,0.29155,9.04,300.0,0.254,2.63499,3.77487
6.5451e-08,7.3368e-09,8.2709e-08,0.29155,9.04,324.0,0.254,2.63499,3.77487
7.3492e-08,7.8855e-09,8.3675e-08,0.29155,9.04,348.0,0.254,2.63499,3.77487
6.1964e-08,6.9865e-09,7.6722e-08,0.29348,10.98,12.0,0.291,2.61756,3.84605
6.5282e-08,7.6181e-09,7.6391e-08,0.29348,10.98,36.0,0.291,2.61756,3.84605
6.6733e-08,6.0727e-09,7.5154e-08,0.29348,10.98,60.0,0.291,2.61756,3.84605
5.7016e-08,4.5359e-09,7.2381e-08,0.29348,10.98,84.0,0.291,2.61756,3.84605
5.9663e-08,4.0597e-09,6.805e-08,0.29348,10.98,108.0,0.291,2.61756,3.84605
4.9911e-08,3.2749e-09,6.3088e-08,0.29348,10.98,132.0,0.291,2.61756,3.84605
5.364e-08,3.8264e-09,5.9088e-08,0.29348,10.98,156.0,0.291,2.61756,3.84605
5.5169e-08,3.9226e-09,5.7551e-08,0.29348,10.98,180.0,0.291,2.61756,3.84605
5.8021e-08,3.9276e-09,5.9088e-08,0.29348,10.98,204.0,0.291,2.61756,3.84605
5.9411e-08,3.7267e-09,6.3088e-08,0.29348,10.98,228.0,0.291,2.61756,3.84605
6.149e-08,3.953e-09,6.805e-08,0.29348,10.98,252.0,0.291,2.61756,3.84605
6.4834e-08,5.1339e-09,7.2381e-08,0.29348,10.98,276.0,0.291,2.61756,3.84605
6.4365e-08,5.7881e-09,7.5154e-08,0.29348,10.98,300.0,0.291,2.61756,3.84605
6.5954e-08,6.6494e-09,7.6391e-08,0.29348,10.98,324.0,0.291,2.61756,3.84605
5.2686e-08,6.3223e-09,7.6722e-08,0.29348,10.98,348.0,0.291,2.61756,3.84605
5.915e-08,7.4414e-09,6.8059e-08,0.29498,13.2,12.0,0.334,2.60706,3.88661
6.2729e-08,7.6365e-09,6.8172e-08,0.29498,13.2,36.0,0.334,2.60706,3.88661
5.7388e-08,5.1703e-09,6.7621e-08,0.29498,13.2,60.0,0.334,2.60706,3.88661
4.9364e-08,4.0013e-09,6.5485e-08,0.29498,13.2,84.0,0.334,2.60706,3.88661
5.294e-08,3.9683e-09,6.1532e-08,0.29498,13.2,108.0,0.334,2.60706,3.88661
5.1707e-08,3.6285e-09,5.6659e-08,0.29498,13.2,132.0,0.334,2.60706,3.88661
5.1801e-08,3.6968e-09,5.2593e-08,0.29498,13.2,156.0,0.334,2.60706,3.88661
5.1452e-08,3.6437e-09,5.1008e-08,0.29498,13.2,180.0,0.334,2.60706,3.88661
6.1239e-08,4.1197e-09,5.2593e-08,0.29498,13.2,204.0,0.334,2.60706,3.88661
5.7259e-08,3.8335e-09,5.6659e-08,0.29498,13.2,228.0,0.334,2.60706,3.88661
5.41e-08,3.7957e-09,6.1532e-08,0.29498,13.2,252.0,0.334,2.60706,3.88661
5.5235e-08,4.5287e-09,6.5485e-08,0.29498,13.2,276.0,0.334,2.60706,3.88661
6.2841e-08,5.7575e-09,6.7621e-08,0.29498,13.2,300.0,0.334,2.60706,3.88661
5.3545e-08,6.0093e-09,6.8172e-08,0.29498,13.2,324.0,0.334,2.60706,3.88661
5.7109e-08,7.8948e-09,6.8059e-08,0.29498,13.2,348.0,0.334,2.60706,3.88661
5.7469e-08,9.127e-09,5.5581e-08,0.29533,17.43,12.0,0.429,2.59707,3.93161
