Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
7.6172e-08,6.8542e-09,7.617e-08,0.77924,9.04,132.0,0.254,2.63499,3.77487
5.5442e-08,5.1106e-09,6.7695e-08,0.77924,9.04,156.0,0.254,2.63499,3.77487
5.1917e-08,5.5256e-09,6.4461e-08,0.77924,9.04,180.0,0.254,2.63499,3.77487
4.7034e-08,5.0928e-09,6.7695e-08,0.77924,9.04,204.0,0.254,2.63499,3.77487
7.1669e-08,6.1367e-09,7.617e-08,0.77924,9.04,228.0,0.254,2.63499,3.77487
8.4696e-08,8.2394e-09,8.6855e-08,0.77924,9.04,252.0,0.254,2.63499,3.77487
8.5339e-08,8.3476e-09,9.6478e-08,0.77924,9.04,276.0,0.254,2.63499,3.77487
9.81e-08,8.5388e-09,1.0303e-07,0.77924,9.04,300.0,0.254,2.63499,3.77487
1.0402e-07,9.4934e-09,1.0635e-07,0.77924,9.04,324.0,0.254,2.63499,3.77487
9.9597e-08,9.3385e-09,1.075e-07,0.77924,9.04,348.0,0.254,2.63499,3.77487
8.0768e-08,7.6883e-09,9.2077e-08,0.77977,10.98,12.0,0.291,2.61756,3.84605
9.0049e-08,7.968e-09,9.2407e-08,0.77977,10.98,36.0,0.291,2.61756,3.84605
9.3298e-08,8.0995e-09,9.1331e-08,0.77977,10.98,60.0,0.291,2.61756,3.84605
8.5844e-08,8.049e-09,8.6789e-08,0.77977,10.98,84.0,0.291,2.61756,3.84605
8.0607e-08,6.8855e-09,7.8239e-08,0.77977,10.98,108.0,0.291,2.61756,3.84605
5.7422e-08,5.6176e-09,6.763e-08,0.77977,10.98,132.0,0.291,2.61756,3.84605
5.2804e-08,5.4588e-09,5.875e-08,0.77977,10.98,156.0,0.291,2.61756,3.84605
4.9568e-08,4.8587e-09,5.5285e-08,0.77977,10.98,180.0,0.291,2.61756,3.84605
5.7955e-08,6.0815e-09,5.875e-08,0.77977,10.98,204.0,0.291,2.61756,3.84605
6.6622e-08,5.7047e-09,6.763e-08,0.77977,10.98,228.0,0.291,2.61756,3.84605
7.2846e-08,6.1374e-09,7.8239e-08,0.77977,10.98,252.0,0.291,2.61756,3.84605
8.1828e-08,7.4787e-09,8.6789e-08,0.77977,10.98,276.0,0.291,2.61756,3.84605
9.0835e-08,7.6703e-09,9.1331e-08,0.77977,10.98,300.0,0.291,2.61756,3.84605
9.089e-08,8.1302e-09,9.2407e-08,0.77977,10.98,324.0,0.291,2.61756,3.84605
8.633e-08,8.1856e-09,9.2077e-08,0.77977,10.98,348.0,0.291,2.61756,3.84605
7.3576e-08,7.1043e-09,7.8417e-08,0.78021,13.2,12.0,0.334,2.60706,3.88661
7.836e-08,6.9787e-09,7.9779e-08,0.78021,13.2,36.0,0.334,2.60706,3.88661
7.8756e-08,7.1205e-09,8.0262e-08,0.78021,13.2,60.0,0.334,2.60706,3.88661
8.554e-08,7.4111e-09,7.7094e-08,0.78021,13.2,84.0,0.334,2.60706,3.88661
6.911e-08,5.5955e-09,6.9237e-08,0.78021,13.2,108.0,0.334,2.60706,3.88661
5.3648e-08,4.8588e-09,5.8609e-08,0.78021,13.2,132.0,0.334,2.60706,3.88661
4.3611e-08,4.1863e-09,4.9389e-08,0.78021,13.2,156.0,0.334,2.60706,3.88661
3.8198e-08,3.7008e-09,4.5739e-08,0.78021,13.2,180.0,0.334,2.60706,3.88661
4.2036e-08,4.1572e-09,4.9389e-08,0.78021,13.2,204.0,0.334,2.60706,3.88661
5.2101e-08,4.6832e-09,5.8609e-08,0.78021,13.2,228.0,0.334,2.60706,3.88661
6.2692e-08,5.2095e-09,6.9237e-08,0.78021,13.2,252.0,0.334,2.60706,3.88661
6.8313e-08,6.166e-09,7.7094e-08,0.78021,13.2,276.0,0.334,2.60706,3.88661
7.2389e-08,6.2053e-09,8.0262e-08,0.78021,13.2,300.0,0.334,2.60706,3.88661
7.101e-08,6.52e-09,7.9779e-08,0.78021,13.2,324.0,0.334,2.60706,3.88661
6.8713e-08,7.0075e-09,7.8417e-08,0.78021,13.2,348.0,0.334,2.60706,3.88661
6.1757e-08,5.9502e-09,6.5762e-08,0.78026,17.43,12.0,0.429,2.59707,3.93161
6.6906e-08,5.571e-09,6.5241e-08,0.78026,17.43,36.0,0.429,2.59707,3.93161
6.1163e-08,4.5677e-09,6.2823e-08,0.78026,17.43,60.0,0.429,2.59707,3.93161
6.6987e-08,4.7403e-09,5.6967e-08,0.78026,17.43,84.0,0.429,2.59707,3.93161
5.1354e-08,3.6758e-09,4.7528e-08,0.78026,17.43,108.0,0.429,2.59707,3.93161
4.3843e-08,3.5864e-09,3.6547e-08,0.78026,17.43,132.0,0.429,2.59707,3.93161
2.9686e-08,2.7678e-09,2.7629e-08,0.78026,17.43,156.0,0.429,2.59707,3.93161
2.1554e-08,2.6006e-09,2.4191e-08,0.78026,17.43,180.0,0.429,2.59707,3.93161
2.5146e-08,2.6126e-09,2.7629e-08,0.78026,17.43,204.0,0.429,2.59707,3.93161
4.1061e-08,3.3099e-09,3.6547e-08,0.78026,17.43,228.0,0.429,2.59707,3.93161
4.9086e-08,3.5094e-09,4.7528e-08,0.78026,17.43,252.0,0.429,2.59707,3.93161
5.7347e-08,4.0944e-09,5.6967e-08,0.78026,17.43,276.0,0.429,2.59707,3.93161
6.3386e-08,4.7206e-09,6.2823e-08,0.78026,17.43,300.0,0.429,2.59707,3.93161
6.0968e-08,5.2177e-09,6.5241e-08,0.78026,17.43,324.0,0.429,2.59707,3.93161
5.5022e-08,5.7629e-09,6.5762e-08,0.78026,17.43,348.0,0.429,2.59707,3.93161
