Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
1.5524e-07,1.3423e-08,1.3765e-07,0.77787,5.7,12.0,0.198,2.67407,3.61614
1.4824e-07,1.2609e-08,1.3466e-07,0.77787,5.7,36.0,0.198,2.67407,3.61614
1.3672e-07,1.179e-08,1.2878e-07,0.77787,5.7,60.0,0.198,2.67407,3.61614
1.3669e-07,1.1523e-08,1.2051e-07,0.77787,5.7,84.0,0.198,2.67407,3.61614
1.1683e-07,1.1498e-08,1.1097e-07,0.77787,5.7,108.0,0.198,2.67407,3.61614
1.1012e-07,1.0754e-08,1.0192e-07,0.77787,5.7,132.0,0.198,2.67407,3.61614
1.1811e-07,1.0833e-08,9.5375e-08,0.77787,5.7,156.0,0.198,2.67407,3.61614
9.6476e-08,8.1342e-09,9.2984e-08,0.77787,5.7,180.0,0.198,2.67407,3.61614
9.4654e-08,8.1427e-09,9.5375e-08,0.77787,5.7,204.0,0.198,2.67407,3.61614
1.0129e-07,9.5001e-09,1.0192e-07,0.77787,5.7,228.0,0.198,2.67407,3.61614
1.0382e-07,1.0442e-08,1.1097e-07,0.77787,5.7,252.0,0.198,2.67407,3.61614
1.252e-07,1.0938e-08,1.2051e-07,0.77787,5.7,276.0,0.198,2.67407,3.61614
1.1854e-07,1.004e-08,1.2878e-07,0.77787,5.7,300.0,0.198,2.67407,3.61614
1.3819e-07,1.193e-08,1.3466e-07,0.77787,5.7,324.0,0.198,2.67407,3.61614
1.5047e-07,1.3069e-08,1.3765e-07,0.77787,5.7,348.0,0.198,2.67407,3.61614
1.0109e-07,9.5728e-09,1.075e-07,0.77924,9.04,12.0,0.254,2.63499,3.77487
1.0017e-07,9.4435e-09,1.0635e-07,0.77924,9.04,36.0,0.254,2.63499,3.77487
9.4199e-08,8.6529e-09,1.0303e-07,0.77924,9.04,60.0,0.254,2.63499,3.77487
1.0181e-07,9.5909e-09,9.6478e-08,0.77924,9.04,84.0,0.254,2.63499,3.77487
9.8113e-08,9.4657e-09,8.6855e-08,0.77924,9.04,108.0,0.254,2.63499,3.77487
