1.155979     0.100047     1   1
1.119558     0.095391     1   2
1.068881     0.092282     1   3
1.131301     0.095447     1   4
1.052097     0.103563     1   5
1.086449     0.105955     1   6
1.247751     0.114440     1   7
1.048680     0.088417     1   8
1.002033     0.086148     1   9
0.999615     0.093730     1   10
0.937315     0.094281     1   11
1.041198     0.091038     1   12
0.930671     0.078934     1   13
1.047309     0.090544     1   14
1.122514     0.097594     1   15
0.981430     0.093207     2   1
0.981971     0.092509     2   2
0.922947     0.085165     2   3
1.045459     0.098906     2   4
1.138239     0.110212     2   5
1.017748     0.091574     2   6
0.842245     0.077621     2   7
0.832826     0.088641     2   8
0.716428     0.077547     2   9
0.960512     0.082246     2   10
0.987748     0.096252     2   11
0.886135     0.086687     2   12
0.967490     0.084398     2   13
1.004407     0.092099     2   14
0.961707     0.090541     2   15
0.943427     0.090676     3   1
1.037517     0.092258     3   2
1.056377     0.091926     3   3
0.991163     0.093808     3   4
1.063393     0.091016     3   5
0.873546     0.085487     3   6
0.935595     0.096784     3   7
0.939274     0.092085     3   8
1.030148     0.108094     3   9
1.013951     0.086847     3   10
0.959820     0.080910     3   11
0.956482     0.087842     3   12
1.028067     0.086870     3   13
1.051140     0.094276     3   14
1.029372     0.097672     3   15
1.109514     0.107375     4   1
1.130622     0.099934     4   2
1.060114     0.095884     4   3
1.145864     0.100125     4   4
1.033423     0.083767     4   5
0.946297     0.085705     4   6
0.927022     0.088966     4   7
0.884741     0.085706     4   8
0.894237     0.088423     4   9
0.917074     0.082429     4   10
0.932431     0.077730     4   11
0.919789     0.083088     4   12
0.944959     0.081301     4   13
1.002144     0.092147     4   14
1.051997     0.107112     4   15
1.319039     0.126151     5   1
1.219350     0.102997     5   2
1.044838     0.078594     5   3
1.242234     0.088063     5   4
1.116797     0.080012     5   5
1.275694     0.104305     5   6
1.158207     0.108015     5   7
0.971838     0.117366     5   8
0.983253     0.102198     5   9
1.190724     0.095974     5   10
1.061044     0.075886     5   11
1.037160     0.074768     5   12
1.087781     0.081350     5   13
1.118161     0.096219     5   14
1.165116     0.121531     5   15
