Physics Setting,Physics Yield,Physics Yield Error,SIMC Yield,SIMC Yield Error,Data/SIMC Ratio,Data/SIMC Ratio Error
Q3p85_W2p62_t0p21_loweps_center,4.846363106325247,0.08993829284191117,0.12828772594547125,0.00019502757351454227,37.777293740362936,0.7034153867580123
Q3p85_W2p62_t0p21_loweps_left,3.9626553739796178,0.07622932038043069,0.12458203707156036,0.0001900569182093901,31.80759816684852,0.6138015677785512
Q3p85_W2p62_t0p21_higheps_right,24.395111745157894,0.7317646639861337,0.6553517278204525,0.0027857775446360243,37.22445628745096,1.1277543867767115
Q3p85_W2p62_t0p21_higheps_center,25.55190512408163,0.7887185055145558,0.6607703067038497,0.0028771498185411032,38.66987493966451,1.205452349946508
Q3p85_W2p62_t0p21_higheps_left,18.23343182953061,0.47555043826333915,0.5943823440421395,0.0025068087414313353,30.676267578092673,0.8104680306746839
