Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,1,0,24,0.9486388030118321,0.06359960150371644
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,2,24,48,1.0278441496147468,0.06905278750928302
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,3,48,72,1.156893340037871,0.07823680503942913
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,4,72,96,1.029543200557749,0.06672348752220027
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,5,96,120,1.0900458660775907,0.07074407276326315
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,6,120,144,1.0006785928977315,0.06498976829660841
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,7,144,168,1.1291405383189272,0.06871596220571832
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,8,168,192,1.1426050120624875,0.08696817346031836
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,9,192,216,1.1599233944488905,0.0677419613119971
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,10,216,240,1.0701784499728966,0.06843697717304066
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,11,240,264,1.0416698806540154,0.06771519952062606
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,12,264,288,1.1568122451966723,0.07299361839163868
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,13,288,312,1.0697639435168331,0.08041041677200463
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,14,312,336,1.1826081458825866,0.07517387615487964
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,15,336,360,1.1151250633250167,0.0734364394799768
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,1,0,24,0.7922760736562567,0.07924879233319763
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,2,24,48,0.9982754359228507,0.06998117649634535
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,3,48,72,1.0636804082641624,0.07318727883672616
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,4,72,96,0.8653029574297866,0.07493276203528873
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,5,96,120,1.0072656002069678,0.07063325208408823
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,6,120,144,0.905229915005816,0.06183665549794026
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,7,144,168,0.9327272145293394,0.0633388908925649
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,8,168,192,0.8010836430517626,0.059667508248743145
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,9,192,216,0.8981004927119027,0.06351502896817501
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,10,216,240,0.8505548787322973,0.06089742219862499
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,11,240,264,1.0255145986752534,0.06809836328685183
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,12,264,288,0.9746791173455239,0.08917322058429772
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,13,288,312,1.2416678915205013,0.08603217610453236
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,14,312,336,0.9712494957992083,0.07623350630558647
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,15,336,360,0.9433966222953079,0.07267709737161927
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,1,0,24,1.2710300995548003,0.09485006771165638
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,2,24,48,1.1693609460366623,0.08399774679024608
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,3,48,72,1.1616743870163597,0.07475809773690922
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,4,72,96,1.0252746763804006,0.07755207178090566
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,5,96,120,0.8949057501753465,0.06152980588699488
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,6,120,144,0.8806397983027231,0.0607249852170777
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,7,144,168,0.9183950600470625,0.06241840342672625
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,8,168,192,0.7803888217121002,0.06911724728590107
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,9,192,216,0.7511250355307587,0.05508879210721989
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,10,216,240,0.8494029963619992,0.059259509465467416
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,11,240,264,0.923627467941956,0.06804399208758186
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,12,264,288,1.111835059396207,0.08135775556928618
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,13,288,312,1.0380050454346483,0.06993112157984906
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,14,312,336,0.9171627804329129,0.09410906513461378
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,15,336,360,1.2279216306745744,0.09799752991298794
