Physics Setting,Physics Yield,Physics Yield Error,SIMC Yield,SIMC Yield Error,Data/SIMC Ratio,Data/SIMC Ratio Error
Q3p85_W2p62_t0p21_loweps_center,4.846363106325247,0.08993829284191117,0.12176766810024017,0.0001858718853803904,39.80008143323956,0.741100034652548
Q3p85_W2p62_t0p21_loweps_left,3.9626553739796178,0.07622932038043069,0.11624703804979582,0.00017764043032984333,34.088226594488944,0.6578185341580695
Q3p85_W2p62_t0p21_higheps_center,25.55190512408163,0.7887185055145558,0.6661055945435228,0.002989501355155835,38.36014189550857,1.1965247479343324
Q3p85_W2p62_t0p21_higheps_left,18.23343182953061,0.47555043826333915,0.5758283284615274,0.002465610022095401,31.664700967814284,0.8369101481566472
Q3p85_W2p62_t0p21_higheps_right,24.395111745157894,0.7317646639861337,0.6532679838749784,0.002871901190456472,37.34319199366519,1.1321261790239103
