0.633870     0.040763     1   1
0.641925     0.042452     1   2
0.746759     0.049803     1   3
0.687203     0.044125     1   4
0.668491     0.042807     1   5
0.588879     0.037890     1   6
0.636098     0.038439     1   7
0.634949     0.047996     1   8
0.644257     0.037508     1   9
0.623012     0.039523     1   10
0.652155     0.041907     1   11
0.747198     0.047008     1   12
0.687498     0.051174     1   13
0.772683     0.047274     1   14
0.685065     0.044690     1   15
0.271357     0.027164     2   1
0.341201     0.024217     2   2
0.358189     0.025416     2   3
0.336113     0.029085     2   4
0.381923     0.027763     2   5
0.345379     0.023906     2   6
0.349427     0.024138     2   7
0.302755     0.022823     2   8
0.313062     0.022853     2   9
0.319447     0.023285     2   10
0.393954     0.026751     2   11
0.387606     0.035271     2   12
0.434173     0.030880     2   13
0.340341     0.026787     2   14
0.314648     0.024744     2   15
0.242189     0.017587     3   1
0.257058     0.017649     3   2
0.269982     0.016622     3   3
0.252491     0.018123     3   4
0.251604     0.016625     3   5
0.248203     0.016470     3   6
0.246761     0.016282     3   7
0.211016     0.018110     3   8
0.215283     0.015091     3   9
0.236237     0.015759     3   10
0.253203     0.017987     3   11
0.285915     0.019772     3   12
0.243773     0.015452     3   13
0.232014     0.021603     3   14
0.251743     0.018847     3   15
0.119506     0.009571     4   1
0.147229     0.011102     4   2
0.164218     0.010612     4   3
0.162139     0.011135     4   4
0.168593     0.010946     4   5
0.144727     0.009680     4   6
0.142992     0.009838     4   7
0.152611     0.011360     4   8
0.147297     0.009783     4   9
0.170001     0.012255     4   10
0.192843     0.012439     4   11
0.189516     0.011823     4   12
0.166748     0.010861     4   13
0.151455     0.011176     4   14
0.143204     0.013657     4   15
0.068889     0.006417     5   1
0.064380     0.003800     5   2
0.064894     0.003358     5   3
0.071539     0.003322     5   4
0.070161     0.003393     5   5
0.069066     0.003330     5   6
0.064934     0.004001     5   7
0.069096     0.004602     5   8
0.076714     0.004303     5   9
0.064289     0.003197     5   10
0.075039     0.003662     5   11
0.074293     0.003401     5   12
0.064251     0.003307     5   13
0.073584     0.004200     5   14
0.084819     0.006736     5   15
