Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,1,0,24,1.032929264487838,0.05024210704175503
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,2,24,48,1.0481621787065585,0.0496437723791453
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,3,48,72,0.8632158989306672,0.04169007963181629
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,4,72,96,0.967701746051556,0.04939569929665736
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,5,96,120,0.8822269009274338,0.054900131021607484
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,6,120,144,0.8028366481118872,0.060476257748982305
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,7,144,168,0.6903052773374743,0.07174031245107008
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,8,168,192,0.6884950310399444,0.07987461968101316
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,9,192,216,0.8508311727640594,0.07388957348287901
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,10,216,240,0.7548675917981219,0.05801928798200845
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,11,240,264,0.851540912881766,0.054363317626049096
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,12,264,288,0.8760962724082161,0.06358629200671193
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,13,288,312,0.9109633522986997,0.04226344455778471
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,14,312,336,0.826838793803918,0.04380246856199031
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,15,336,360,1.0297325990466148,0.05060510658547686
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,1,0,24,1.0984336791119171,0.04974466598305237
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,2,24,48,1.146767782520506,0.0496011454111934
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,3,48,72,0.9571969496984029,0.047485061268962556
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,4,72,96,0.905805496786423,0.05439630567001088
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,5,96,120,0.7841931152097682,0.055277641591060564
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,6,120,144,0.8265262441481451,0.08136003405604361
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,7,144,168,0.6103475762123917,0.07271604952538367
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,8,168,192,0.9299382384023579,0.10902691636519157
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,9,192,216,0.7871832750749083,0.08156579724551284
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,10,216,240,0.8090880242641435,0.06344554350170348
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,11,240,264,0.7589942907032597,0.06676035835362426
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,12,264,288,0.7951999751336681,0.046019083899291574
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,13,288,312,0.8836816173800764,0.048914594504415265
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,14,312,336,0.918707822559495,0.044177669179944444
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,15,336,360,1.084548378612669,0.05056266181833021
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,1,0,24,1.0871779817181666,0.049743066362637124
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,2,24,48,0.8733026663876009,0.0414415465581446
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,3,48,72,0.8867512374608895,0.04628571025184567
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,4,72,96,0.6696133538310216,0.05517709133815974
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,5,96,120,0.8813535101570741,0.05639681663502474
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,6,120,144,0.8183923991064502,0.07784688381111457
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,7,144,168,0.9612950902327183,0.11825454104557409
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,8,168,192,0.9327412841204135,0.13805964468246426
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,9,192,216,0.963751075692037,0.12623239271306305
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,10,216,240,0.8517039249531921,0.0884479033077573
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,11,240,264,0.736785624150627,0.05104856209689761
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,12,264,288,0.7953383534032731,0.05517299110454727
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,13,288,312,0.7820131211598305,0.043885272423392706
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,14,312,336,0.8678816688561882,0.041388386057427486
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,15,336,360,0.9310684682691135,0.0466224512965119
