Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
1.5534e-07,1.344e-08,1.354e-07,0.77787,5.7,12.0,0.198,2.67407,3.61614
1.4809e-07,1.2611e-08,1.3284e-07,0.77787,5.7,36.0,0.198,2.67407,3.61614
1.3643e-07,1.1773e-08,1.2758e-07,0.77787,5.7,60.0,0.198,2.67407,3.61614
1.3645e-07,1.1505e-08,1.1975e-07,0.77787,5.7,84.0,0.198,2.67407,3.61614
1.1756e-07,1.1559e-08,1.1023e-07,0.77787,5.7,108.0,0.198,2.67407,3.61614
1.1124e-07,1.082e-08,1.0083e-07,0.77787,5.7,132.0,0.198,2.67407,3.61614
1.1868e-07,1.087e-08,9.386e-08,0.77787,5.7,156.0,0.198,2.67407,3.61614
9.7386e-08,8.1937e-09,9.1282e-08,0.77787,5.7,180.0,0.198,2.67407,3.61614
9.5603e-08,8.205e-09,9.386e-08,0.77787,5.7,204.0,0.198,2.67407,3.61614
1.0251e-07,9.5925e-09,1.0083e-07,0.77787,5.7,228.0,0.198,2.67407,3.61614
1.0493e-07,1.054e-08,1.1023e-07,0.77787,5.7,252.0,0.198,2.67407,3.61614
1.2557e-07,1.0973e-08,1.1975e-07,0.77787,5.7,276.0,0.198,2.67407,3.61614
1.1874e-07,1.0064e-08,1.2758e-07,0.77787,5.7,300.0,0.198,2.67407,3.61614
1.3838e-07,1.1958e-08,1.3284e-07,0.77787,5.7,324.0,0.198,2.67407,3.61614
1.5076e-07,1.3103e-08,1.354e-07,0.77787,5.7,348.0,0.198,2.67407,3.61614
1.0115e-07,9.5964e-09,1.0438e-07,0.77924,9.04,12.0,0.254,2.63499,3.77487
1.0071e-07,9.4889e-09,1.0393e-07,0.77924,9.04,36.0,0.254,2.63499,3.77487
9.3446e-08,8.6099e-09,1.0172e-07,0.77924,9.04,60.0,0.254,2.63499,3.77487
1.0056e-07,9.4984e-09,9.6256e-08,0.77924,9.04,84.0,0.254,2.63499,3.77487
9.8684e-08,9.5347e-09,8.739e-08,0.77924,9.04,108.0,0.254,2.63499,3.77487
7.7024e-08,6.928e-09,7.7042e-08,0.77924,9.04,132.0,0.254,2.63499,3.77487
5.6501e-08,5.2016e-09,6.8625e-08,0.77924,9.04,156.0,0.254,2.63499,3.77487
5.3334e-08,5.6651e-09,6.5378e-08,0.77924,9.04,180.0,0.254,2.63499,3.77487
4.8176e-08,5.2046e-09,6.8625e-08,0.77924,9.04,204.0,0.254,2.63499,3.77487
7.2616e-08,6.2164e-09,7.7042e-08,0.77924,9.04,228.0,0.254,2.63499,3.77487
8.5394e-08,8.3124e-09,8.739e-08,0.77924,9.04,252.0,0.254,2.63499,3.77487
8.4972e-08,8.3108e-09,9.6256e-08,0.77924,9.04,276.0,0.254,2.63499,3.77487
9.781e-08,8.5251e-09,1.0172e-07,0.77924,9.04,300.0,0.254,2.63499,3.77487
1.0353e-07,9.478e-09,1.0393e-07,0.77924,9.04,324.0,0.254,2.63499,3.77487
9.9289e-08,9.3344e-09,1.0438e-07,0.77924,9.04,348.0,0.254,2.63499,3.77487
8.0934e-08,7.7553e-09,8.8085e-08,0.77977,10.98,12.0,0.291,2.61756,3.84605
9.02e-08,8.007e-09,8.9051e-08,0.77977,10.98,36.0,0.291,2.61756,3.84605
9.2614e-08,8.051e-09,8.9021e-08,0.77977,10.98,60.0,0.291,2.61756,3.84605
8.4224e-08,7.9467e-09,8.56e-08,0.77977,10.98,84.0,0.291,2.61756,3.84605
8.133e-08,6.9562e-09,7.7958e-08,0.77977,10.98,108.0,0.291,2.61756,3.84605
