Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
9.8572e-08,9.4408e-09,9.0531e-08,0.28672,5.7,12.0,0.198,2.67407,3.61614
1.0219e-07,1.1602e-08,8.9033e-08,0.28672,5.7,36.0,0.198,2.67407,3.61614
8.7039e-08,7.9436e-09,8.608e-08,0.28672,5.7,60.0,0.198,2.67407,3.61614
8.0454e-08,6.6395e-09,8.1892e-08,0.28672,5.7,84.0,0.198,2.67407,3.61614
6.7302e-08,5.5748e-09,7.7024e-08,0.28672,5.7,108.0,0.198,2.67407,3.61614
7.6535e-08,5.3315e-09,7.2376e-08,0.28672,5.7,132.0,0.198,2.67407,3.61614
7.446e-08,5.1819e-09,6.9005e-08,0.28672,5.7,156.0,0.198,2.67407,3.61614
6.7669e-08,4.4339e-09,6.7771e-08,0.28672,5.7,180.0,0.198,2.67407,3.61614
7.6365e-08,4.8465e-09,6.9005e-08,0.28672,5.7,204.0,0.198,2.67407,3.61614
7.3837e-08,5.2059e-09,7.2376e-08,0.28672,5.7,228.0,0.198,2.67407,3.61614
7.9753e-08,6.3896e-09,7.7024e-08,0.28672,5.7,252.0,0.198,2.67407,3.61614
8.1625e-08,6.7153e-09,8.1892e-08,0.28672,5.7,276.0,0.198,2.67407,3.61614
7.7141e-08,7.2574e-09,8.608e-08,0.28672,5.7,300.0,0.198,2.67407,3.61614
8.0392e-08,8.6054e-09,8.9033e-08,0.28672,5.7,324.0,0.198,2.67407,3.61614
8.608e-08,9.8135e-09,9.0531e-08,0.28672,5.7,348.0,0.198,2.67407,3.61614
7.3367e-08,9.0372e-09,7.9795e-08,0.29155,9.04,12.0,0.254,2.63499,3.77487
8.4256e-08,8.3233e-09,7.9141e-08,0.29155,9.04,36.0,0.254,2.63499,3.77487
7.544e-08,8.1816e-09,7.7426e-08,0.29155,9.04,60.0,0.254,2.63499,3.77487
7.2579e-08,6.1584e-09,7.4248e-08,0.29155,9.04,84.0,0.254,2.63499,3.77487
6.3885e-08,5.2582e-09,6.9745e-08,0.29155,9.04,108.0,0.254,2.63499,3.77487
6.6634e-08,4.0339e-09,6.484e-08,0.29155,9.04,132.0,0.254,2.63499,3.77487
6.1291e-08,4.0411e-09,6.099e-08,0.29155,9.04,156.0,0.254,2.63499,3.77487
6.4101e-08,4.338e-09,5.9527e-08,0.29155,9.04,180.0,0.254,2.63499,3.77487
6.4456e-08,3.9795e-09,6.099e-08,0.29155,9.04,204.0,0.254,2.63499,3.77487
6.7232e-08,4.1152e-09,6.484e-08,0.29155,9.04,228.0,0.254,2.63499,3.77487
7.9337e-08,5.4128e-09,6.9745e-08,0.29155,9.04,252.0,0.254,2.63499,3.77487
6.3127e-08,5.5211e-09,7.4248e-08,0.29155,9.04,276.0,0.254,2.63499,3.77487
7.4522e-08,6.6317e-09,7.7426e-08,0.29155,9.04,300.0,0.254,2.63499,3.77487
6.6407e-08,7.444e-09,7.9141e-08,0.29155,9.04,324.0,0.254,2.63499,3.77487
