    0.14350E-06    0.12415E-07    0.12507E-06 0.77787   5.70  12.00 0.19800 2.67407 3.61614
    0.15073E-06    0.12835E-07    0.13521E-06 0.77787   5.70  36.00 0.19800 2.67407 3.61614
    0.14471E-06    0.12488E-07    0.13533E-06 0.77787   5.70  60.00 0.19800 2.67407 3.61614
    0.15190E-06    0.12808E-07    0.13331E-06 0.77787   5.70  84.00 0.19800 2.67407 3.61614
    0.13715E-06    0.13485E-07    0.12859E-06 0.77787   5.70 108.00 0.19800 2.67407 3.61614
    0.13494E-06    0.13126E-07    0.12231E-06 0.77787   5.70 132.00 0.19800 2.67407 3.61614
    0.14781E-06    0.13538E-07    0.11690E-06 0.77787   5.70 156.00 0.19800 2.67407 3.61614
    0.12244E-06    0.10301E-07    0.11476E-06 0.77787   5.70 180.00 0.19800 2.67407 3.61614
    0.11907E-06    0.10219E-07    0.11690E-06 0.77787   5.70 204.00 0.19800 2.67407 3.61614
    0.12435E-06    0.11637E-07    0.12231E-06 0.77787   5.70 228.00 0.19800 2.67407 3.61614
    0.12242E-06    0.12297E-07    0.12859E-06 0.77787   5.70 252.00 0.19800 2.67407 3.61614
    0.13979E-06    0.12216E-07    0.13331E-06 0.77787   5.70 276.00 0.19800 2.67407 3.61614
    0.12594E-06    0.10675E-07    0.13533E-06 0.77787   5.70 300.00 0.19800 2.67407 3.61614
    0.14085E-06    0.12171E-07    0.13521E-06 0.77787   5.70 324.00 0.19800 2.67407 3.61614
    0.14977E-06    0.13018E-07    0.13452E-06 0.77787   5.70 348.00 0.19800 2.67407 3.61614
    0.10341E-06    0.98108E-08    0.10672E-06 0.77924   9.04  12.00 0.25400 2.63499 3.77487
    0.10590E-06    0.99777E-08    0.10929E-06 0.77924   9.04  36.00 0.25400 2.63499 3.77487
    0.10221E-06    0.94177E-08    0.11126E-06 0.77924   9.04  60.00 0.25400 2.63499 3.77487
    0.11490E-06    0.10853E-07    0.10999E-06 0.77924   9.04  84.00 0.25400 2.63499 3.77487
    0.11754E-06    0.11356E-07    0.10409E-06 0.77924   9.04 108.00 0.25400 2.63499 3.77487
    0.95122E-07    0.85557E-08    0.95143E-07 0.77924   9.04 132.00 0.25400 2.63499 3.77487
    0.71676E-07    0.65987E-08    0.87056E-07 0.77924   9.04 156.00 0.25400 2.63499 3.77487
    0.68367E-07    0.72618E-08    0.83805E-07 0.77924   9.04 180.00 0.25400 2.63499 3.77487
    0.61116E-07    0.66025E-08    0.87056E-07 0.77924   9.04 204.00 0.25400 2.63499 3.77487
    0.89678E-07    0.76770E-08    0.95143E-07 0.77924   9.04 228.00 0.25400 2.63499 3.77487
    0.10171E-06    0.99004E-08    0.10409E-06 0.77924   9.04 252.00 0.25400 2.63499 3.77487
    0.97093E-07    0.94963E-08    0.10999E-06 0.77924   9.04 276.00 0.25400 2.63499 3.77487
    0.10699E-06    0.93250E-08    0.11126E-06 0.77924   9.04 300.00 0.25400 2.63499 3.77487
    0.10886E-06    0.99662E-08    0.10929E-06 0.77924   9.04 324.00 0.25400 2.63499 3.77487
    0.10188E-06    0.95775E-08    0.10710E-06 0.77924   9.04 348.00 0.25400 2.63499 3.77487
    0.85946E-07    0.82356E-08    0.93539E-07 0.77977  10.98  12.00 0.29100 2.61756 3.84605
    0.97259E-07    0.86337E-08    0.96020E-07 0.77977  10.98  36.00 0.29100 2.61756 3.84605
    0.10286E-06    0.89421E-08    0.98874E-07 0.77977  10.98  60.00 0.29100 2.61756 3.84605
    0.96570E-07    0.91115E-08    0.98147E-07 0.77977  10.98  84.00 0.29100 2.61756 3.84605
    0.96114E-07    0.82207E-08    0.92129E-07 0.77977  10.98 108.00 0.29100 2.61756 3.84605
    0.70397E-07    0.68858E-08    0.82511E-07 0.77977  10.98 132.00 0.29100 2.61756 3.84605
    0.67161E-07    0.69156E-08    0.73660E-07 0.77977  10.98 156.00 0.29100 2.61756 3.84605
    0.63439E-07    0.62144E-08    0.70080E-07 0.77977  10.98 180.00 0.29100 2.61756 3.84605
    0.73364E-07    0.76930E-08    0.73660E-07 0.77977  10.98 204.00 0.29100 2.61756 3.84605
    0.81570E-07    0.69834E-08    0.82511E-07 0.77977  10.98 228.00 0.29100 2.61756 3.84605
    0.86701E-07    0.73071E-08    0.92129E-07 0.77977  10.98 252.00 0.29100 2.61756 3.84605
    0.92920E-07    0.85176E-08    0.98147E-07 0.77977  10.98 276.00 0.29100 2.61756 3.84605
    0.10023E-06    0.84652E-08    0.98874E-07 0.77977  10.98 300.00 0.29100 2.61756 3.84605
    0.98577E-07    0.88313E-08    0.96020E-07 0.77977  10.98 324.00 0.29100 2.61756 3.84605
    0.92928E-07    0.88134E-08    0.93188E-07 0.77977  10.98 348.00 0.29100 2.61756 3.84605
    0.83214E-07    0.80445E-08    0.80419E-07 0.78021  13.20  12.00 0.33400 2.60706 3.88661
    0.88680E-07    0.78455E-08    0.83105E-07 0.78021  13.20  36.00 0.33400 2.60706 3.88661
    0.88667E-07    0.80151E-08    0.86644E-07 0.78021  13.20  60.00 0.33400 2.60706 3.88661
