t_central,theta_cm,Q2,sigma_L,sigma_L_err,sigma_T,sigma_T_err,sigma_LT,sigma_LT_err,sigma_TT,sigma_TT_err
0.198,5.7,3.61614,0.6893650075583806,0.04561533690579656,0.31642180958992067,0.02079619044709308,0.02846030413779889,0.0125171676612502,0.00844799328000897,0.02974052801166132
0.254,9.04,3.77487,0.3033368408533473,0.034436218577785054,0.3563915318612094,0.016634280182573742,0.043543481745588225,0.009559237559113093,-0.08651171542417063,0.02330166072333498
0.291,10.98,3.84605,0.3385862060509611,0.030384425053106883,0.2778263041631678,0.014445724292740837,0.039216136115222365,0.008491415700408476,-0.06407542404721678,0.01979757884574881
0.334,13.2,3.88661,0.19226138594055944,0.026874784069647672,0.3083290124181059,0.013890217528295605,0.041574636786418435,0.007795361537593392,-0.05130607460133541,0.01751175823029065
0.429,17.43,3.93161,0.18114457524230335,0.022607117180188284,0.2512666319067116,0.012621398029016014,0.03214493109222002,0.006674216910473761,-0.05740042677150816,0.014211067582774729
