Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,1,0,24,0.9949619374217806,0.047235875929962735
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,2,24,48,0.9864260682425825,0.04911762782493625
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,3,48,72,1.0638202725889097,0.05919180119921782
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,4,72,96,1.0060718524553716,0.06041050333965447
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,5,96,120,1.0246440015392404,0.06257377866047072
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,6,120,144,0.8737013829023955,0.07375860088244458
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,7,144,168,0.9134872029197793,0.08301655523717502
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,8,168,192,1.0184608286049797,0.08873655898156521
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,9,192,216,1.1128004309935169,0.10903283453986631
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,10,216,240,1.008835194251983,0.07214771931401
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,11,240,264,1.0554720702484812,0.06691067474202188
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,12,264,288,0.9463160324743455,0.05550911404917949
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,13,288,312,0.8970003947482261,0.05606027667753216
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,14,312,336,1.060072361366103,0.05698674971861843
Q3p85_W2p62_t0p21_loweps,1,0.16,0.236,15,336,360,1.0064401692960756,0.04803041788576139
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,1,0,24,1.1524287686503878,0.05316165509988619
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,2,24,48,1.1201403103565757,0.04960758316743559
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,3,48,72,1.2193814215976702,0.05530977744184787
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,4,72,96,0.9956816734317988,0.05443708774781301
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,5,96,120,0.8041899136441512,0.05699615378227071
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,6,120,144,0.8545520738581581,0.061326951376806944
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,7,144,168,0.6504160922745974,0.06869575122703922
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,8,168,192,0.7914515888449781,0.08503739068416326
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,9,192,216,0.8315252237455824,0.06964563027486431
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,10,216,240,0.8532305478333374,0.06181291080202241
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,11,240,264,0.9143175375583398,0.05763841824600168
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,12,264,288,0.8649556868141697,0.05161597567224953
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,13,288,312,1.0221058094069402,0.049160577438850495
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,14,312,336,1.1598495881988855,0.05746728677846162
Q3p85_W2p62_t0p21_loweps,2,0.236,0.272,15,336,360,1.012406039466629,0.0526296438219898
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,1,0,24,1.2762213130029951,0.06415693487087619
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,2,24,48,1.257083198448966,0.06199416226951771
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,3,48,72,1.0197922753219748,0.050699285598601145
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,4,72,96,1.0298193065724117,0.05373871626364877
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,5,96,120,0.8235311033051649,0.05236292660682801
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,6,120,144,0.7187787121368351,0.05454049162330107
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,7,144,168,0.5880690806830994,0.06264158000708181
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,8,168,192,0.5836273259888672,0.0686655499781943
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,9,192,216,0.7107104716024657,0.06345117295406531
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,10,216,240,0.6456559338717677,0.05109847459885667
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,11,240,264,0.7709729544183549,0.05110380837366154
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,12,264,288,0.8961719950642326,0.06660268654113036
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,13,288,312,1.0549940127202428,0.05084021855228304
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,14,312,336,1.0406231301766384,0.0565859114015324
Q3p85_W2p62_t0p21_loweps,3,0.272,0.308,15,336,360,1.2525788026755336,0.06369164090973732
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,1,0,24,1.6442926241132891,0.07678222572067715
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,2,24,48,1.7015393113093191,0.11300361055782723
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,3,48,72,1.1968432546651382,0.06201010429912841
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,4,72,96,0.9950170019757747,0.060587820183128346
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,5,96,120,0.7001568790782755,0.05044106116409333
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,6,120,144,0.6746991760672949,0.06677929985218635
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,7,144,168,0.4715366526074277,0.05779492574078766
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,8,168,192,0.7360492534700919,0.08677545657052739
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,9,192,216,0.5992987435970946,0.06456461362350599
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,10,216,240,0.6542304090986552,0.05197069424187067
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,11,240,264,0.6947496299227256,0.06143358180987475
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,12,264,288,0.8949933985435753,0.05186508823485858
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,13,288,312,1.1919662411121854,0.06617604093110087
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,14,312,336,1.3804834871780773,0.0682769502714457
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,15,336,360,1.6633123377575938,0.07740349048685725
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,1,0,24,1.7545939307487575,0.07862691986236676
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,2,24,48,1.4780612245400049,0.06851668793388763
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,3,48,72,1.2934721979354944,0.06563029184731453
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,4,72,96,0.7918801273435634,0.06266018673651617
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,5,96,120,0.803790637645574,0.05024691834350756
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,6,120,144,0.6637970150903917,0.06174916351727442
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,7,144,168,0.7752411840609065,0.09142056981743678
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,8,168,192,0.7503864493592044,0.1085081175992114
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,9,192,216,0.7920951353158731,0.09972078458728921
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,10,216,240,0.7129513883313044,0.0724472500322257
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,11,240,264,0.6818852619637605,0.045738246950479504
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,12,264,288,0.9283990381401259,0.06220724893268814
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,13,288,312,1.1672343493247683,0.06255098186628545
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,14,312,336,1.4524072584425571,0.067249726867987
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,15,336,360,1.5045909311104995,0.07465758936909515
