    0.11266E-06    0.78199E-08    0.14646E-06 0.77787   5.70  12.00 0.19800 2.67410 3.61601
    0.12606E-06    0.85658E-08    0.14213E-06 0.77787   5.70  36.00 0.19800 2.67410 3.61601
    0.13426E-06    0.91932E-08    0.13440E-06 0.77787   5.70  60.00 0.19800 2.67410 3.61601
    0.11324E-06    0.73861E-08    0.12485E-06 0.77787   5.70  84.00 0.19800 2.67410 3.61601
    0.11172E-06    0.72559E-08    0.11527E-06 0.77787   5.70 108.00 0.19800 2.67410 3.61601
    0.94487E-07    0.61373E-08    0.10727E-06 0.77787   5.70 132.00 0.19800 2.67410 3.61601
    0.98894E-07    0.60248E-08    0.10203E-06 0.77787   5.70 156.00 0.19800 2.67410 3.61601
    0.96729E-07    0.73639E-08    0.10020E-06 0.77787   5.70 180.00 0.19800 2.67410 3.61601
    0.10131E-06    0.59285E-08    0.10203E-06 0.77787   5.70 204.00 0.19800 2.67410 3.61601
    0.10041E-06    0.64262E-08    0.10727E-06 0.77787   5.70 228.00 0.19800 2.67410 3.61601
    0.10760E-06    0.70029E-08    0.11527E-06 0.77787   5.70 252.00 0.19800 2.67410 3.61601
    0.12743E-06    0.80740E-08    0.12485E-06 0.77787   5.70 276.00 0.19800 2.67410 3.61601
    0.12583E-06    0.95252E-08    0.13440E-06 0.77787   5.70 300.00 0.19800 2.67410 3.61601
    0.13975E-06    0.91778E-08    0.14213E-06 0.77787   5.70 324.00 0.19800 2.67410 3.61601
    0.14012E-06    0.93014E-08    0.14646E-06 0.77787   5.70 348.00 0.19800 2.67410 3.61601
    0.76819E-07    0.77914E-08    0.11287E-06 0.77924   9.04  12.00 0.25400 2.63496 3.77492
    0.99647E-07    0.69946E-08    0.10846E-06 0.77924   9.04  36.00 0.25400 2.63496 3.77492
    0.10300E-06    0.70685E-08    0.10034E-06 0.77924   9.04  60.00 0.25400 2.63496 3.77492
    0.79242E-07    0.68018E-08    0.89829E-07 0.77924   9.04  84.00 0.25400 2.63496 3.77492
    0.80996E-07    0.56678E-08    0.78689E-07 0.77924   9.04 108.00 0.25400 2.63496 3.77492
    0.64557E-07    0.43693E-08    0.68867E-07 0.77924   9.04 132.00 0.25400 2.63496 3.77492
    0.58700E-07    0.39416E-08    0.62137E-07 0.77924   9.04 156.00 0.25400 2.63496 3.77492
    0.48206E-07    0.35431E-08    0.59744E-07 0.77924   9.04 180.00 0.25400 2.63496 3.77492
    0.54333E-07    0.38502E-08    0.62137E-07 0.77924   9.04 204.00 0.25400 2.63496 3.77492
    0.59271E-07    0.42055E-08    0.68868E-07 0.77924   9.04 228.00 0.25400 2.63496 3.77492
    0.84556E-07    0.55651E-08    0.78689E-07 0.77924   9.04 252.00 0.25400 2.63496 3.77492
    0.90706E-07    0.81806E-08    0.89829E-07 0.77924   9.04 276.00 0.25400 2.63496 3.77492
    0.12050E-06    0.83297E-08    0.10034E-06 0.77924   9.04 300.00 0.25400 2.63496 3.77492
    0.96457E-07    0.75904E-08    0.10846E-06 0.77924   9.04 324.00 0.25400 2.63496 3.77492
    0.93493E-07    0.72250E-08    0.11287E-06 0.77924   9.04 348.00 0.25400 2.63496 3.77492
    0.10636E-06    0.79288E-08    0.10285E-06 0.77977  10.93  12.00 0.29000 2.61804 3.84390
    0.99021E-07    0.70847E-08    0.98779E-07 0.77977  10.93  36.00 0.29000 2.61804 3.84390
    0.99951E-07    0.63843E-08    0.91062E-07 0.77977  10.93  60.00 0.29000 2.61804 3.84390
    0.81533E-07    0.60514E-08    0.80649E-07 0.77977  10.93  84.00 0.29000 2.61804 3.84390
    0.67963E-07    0.46183E-08    0.69114E-07 0.77977  10.93 108.00 0.29000 2.61804 3.84390
    0.57221E-07    0.38754E-08    0.58532E-07 0.77977  10.93 132.00 0.29000 2.61804 3.84390
    0.47520E-07    0.32288E-08    0.51065E-07 0.77977  10.93 156.00 0.29000 2.61804 3.84390
    0.39155E-07    0.33967E-08    0.48368E-07 0.77977  10.93 180.00 0.29000 2.61804 3.84390
    0.41039E-07    0.29473E-08    0.51065E-07 0.77977  10.93 204.00 0.29000 2.61804 3.84390
    0.54173E-07    0.36939E-08    0.58532E-07 0.77977  10.93 228.00 0.29000 2.61804 3.84390
    0.67019E-07    0.49027E-08    0.69114E-07 0.77977  10.93 252.00 0.29000 2.61804 3.84390
