2.674098     0.000390     3.616011     0.001594     5.701726     1
2.674093     0.000390     3.616029     0.001594     5.701392     1
2.674097     0.000390     3.616020     0.001593     5.701592     1
2.674091     0.000390     3.616038     0.001593     5.701257     1
2.674103     0.000390     3.615976     0.001593     5.702196     1
2.674097     0.000390     3.615994     0.001593     5.701861     1
2.674101     0.000390     3.615985     0.001593     5.702061     1
2.674095     0.000390     3.616003     0.001593     5.701727     1
2.674112     0.000390     3.615955     0.001594     5.702643     1
2.674106     0.000390     3.615974     0.001594     5.702309     1
2.674110     0.000390     3.615964     0.001594     5.702509     1
2.674104     0.000390     3.615983     0.001593     5.702174     1
2.674116     0.000390     3.615920     0.001593     5.703112     1
2.674111     0.000390     3.615939     0.001593     5.702778     1
2.674114     0.000390     3.615929     0.001593     5.702977     1
2.674109     0.000390     3.615948     0.001593     5.702643     1
2.674055     0.000390     3.616196     0.001591     5.698710     1
2.674049     0.000390     3.616215     0.001591     5.698377     1
2.674053     0.000390     3.616205     0.001591     5.698578     1
2.674047     0.000390     3.616224     0.001591     5.698245     1
2.674059     0.000390     3.616161     0.001591     5.699180     1
2.674053     0.000390     3.616179     0.001591     5.698847     1
2.674057     0.000389     3.616170     0.001590     5.699048     1
2.674052     0.000389     3.616188     0.001590     5.698715     1
2.674068     0.000390     3.616141     0.001591     5.699625     1
2.674063     0.000390     3.616160     0.001591     5.699291     1
2.674066     0.000390     3.616150     0.001591     5.699492     1
2.674061     0.000390     3.616168     0.001591     5.699159     1
2.674072     0.000390     3.616106     0.001591     5.700095     1
2.674067     0.000390     3.616124     0.001591     5.699761     1
2.674071     0.000389     3.616115     0.001590     5.699962     1
2.674065     0.000389     3.616133     0.001590     5.699628     1
2.634962     0.000491     3.774916     0.001934     9.041629     2
2.634972     0.000491     3.774876     0.001934     9.042091     2
2.634983     0.000491     3.774827     0.001934     9.042618     2
2.634993     0.000491     3.774787     0.001934     9.043080     2
2.634988     0.000491     3.774853     0.001933     9.042526     2
2.634998     0.000491     3.774813     0.001933     9.042988     2
2.635008     0.000491     3.774764     0.001934     9.043514     2
2.635018     0.000491     3.774724     0.001934     9.043976     2
2.634959     0.000491     3.774908     0.001932     9.041623     2
2.634969     0.000491     3.774868     0.001932     9.042084     2
2.634979     0.000491     3.774819     0.001932     9.042609     2
2.634989     0.000491     3.774779     0.001932     9.043071     2
2.634984     0.000491     3.774845     0.001931     9.042518     2
2.634994     0.000490     3.774805     0.001931     9.042979     2
2.635005     0.000491     3.774756     0.001932     9.043504     2
2.635015     0.000491     3.774716     0.001932     9.043965     2
2.634936     0.000491     3.775072     0.001931     9.040072     2
2.634946     0.000491     3.775032     0.001932     9.040533     2
2.634957     0.000491     3.774983     0.001932     9.041057     2
2.634967     0.000491     3.774943     0.001932     9.041518     2
2.634962     0.000490     3.775009     0.001931     9.040968     2
2.634972     0.000490     3.774969     0.001931     9.041428     2
2.634982     0.000491     3.774920     0.001931     9.041953     2
2.634992     0.000490     3.774880     0.001931     9.042413     2
2.634933     0.000490     3.775064     0.001929     9.040069     2
2.634943     0.000490     3.775023     0.001929     9.040529     2
2.634953     0.000490     3.774975     0.001930     9.041052     2
2.634963     0.000490     3.774935     0.001930     9.041512     2
2.634958     0.000490     3.775001     0.001929     9.040963     2
2.634968     0.000490     3.774961     0.001929     9.041423     2
2.634978     0.000490     3.774912     0.001929     9.041946     2
2.634988     0.000490     3.774872     0.001929     9.042406     2
2.618039     0.000590     3.843899     0.002358     10.929041    3
2.617571     0.000576     3.846033     0.002300     10.975341    3
2.607281     0.000625     3.886242     0.002498     13.033457    4
2.607069     0.000620     3.886560     0.002479     13.196135    4
2.597733     0.000575     3.928658     0.002307     17.361704    5
2.597109     0.000588     3.931494     0.002358     17.428821    5
