Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
9.918e-08,9.4991e-09,8.916e-08,0.28672,5.7,12.0,0.198,2.67407,3.61614
1.0283e-07,1.1675e-08,8.786e-08,0.28672,5.7,36.0,0.198,2.67407,3.61614
8.7541e-08,7.9894e-09,8.5245e-08,0.28672,5.7,60.0,0.198,2.67407,3.61614
8.085e-08,6.6725e-09,8.145e-08,0.28672,5.7,84.0,0.198,2.67407,3.61614
6.7758e-08,5.6136e-09,7.6941e-08,0.28672,5.7,108.0,0.198,2.67407,3.61614
7.7322e-08,5.3877e-09,7.2566e-08,0.28672,5.7,132.0,0.198,2.67407,3.61614
7.5291e-08,5.2405e-09,6.9358e-08,0.28672,5.7,156.0,0.198,2.67407,3.61614
6.8448e-08,4.4851e-09,6.8177e-08,0.28672,5.7,180.0,0.198,2.67407,3.61614
7.7202e-08,4.9004e-09,6.9358e-08,0.28672,5.7,204.0,0.198,2.67407,3.61614
7.4555e-08,5.2574e-09,7.2566e-08,0.28672,5.7,228.0,0.198,2.67407,3.61614
8.031e-08,6.4355e-09,7.6941e-08,0.28672,5.7,252.0,0.198,2.67407,3.61614
8.2026e-08,6.7483e-09,8.145e-08,0.28672,5.7,276.0,0.198,2.67407,3.61614
7.7591e-08,7.2998e-09,8.5245e-08,0.28672,5.7,300.0,0.198,2.67407,3.61614
8.0904e-08,8.6601e-09,8.786e-08,0.28672,5.7,324.0,0.198,2.67407,3.61614
8.6589e-08,9.8716e-09,8.916e-08,0.28672,5.7,348.0,0.198,2.67407,3.61614
7.4889e-08,9.2253e-09,7.8549e-08,0.29155,9.04,12.0,0.254,2.63499,3.77487
8.5829e-08,8.479e-09,7.7947e-08,0.29155,9.04,36.0,0.254,2.63499,3.77487
7.6459e-08,8.2931e-09,7.6271e-08,0.29155,9.04,60.0,0.254,2.63499,3.77487
7.3114e-08,6.2045e-09,7.3035e-08,0.29155,9.04,84.0,0.254,2.63499,3.77487
6.4258e-08,5.2927e-09,6.8342e-08,0.29155,9.04,108.0,0.254,2.63499,3.77487
6.6827e-08,4.0453e-09,6.3164e-08,0.29155,9.04,132.0,0.254,2.63499,3.77487
6.1322e-08,4.043e-09,5.9072e-08,0.29155,9.04,156.0,0.254,2.63499,3.77487
6.4073e-08,4.3361e-09,5.7513e-08,0.29155,9.04,180.0,0.254,2.63499,3.77487
6.4486e-08,3.9812e-09,5.9072e-08,0.29155,9.04,204.0,0.254,2.63499,3.77487
6.7401e-08,4.1258e-09,6.3164e-08,0.29155,9.04,228.0,0.254,2.63499,3.77487
7.9804e-08,5.4461e-09,6.8342e-08,0.29155,9.04,252.0,0.254,2.63499,3.77487
6.372e-08,5.5705e-09,7.3035e-08,0.29155,9.04,276.0,0.254,2.63499,3.77487
7.5552e-08,6.7233e-09,7.6271e-08,0.29155,9.04,300.0,0.254,2.63499,3.77487
6.7644e-08,7.5826e-09,7.7947e-08,0.29155,9.04,324.0,0.254,2.63499,3.77487
7.6235e-08,8.18e-09,7.8549e-08,0.29155,9.04,348.0,0.254,2.63499,3.77487
6.5136e-08,7.3443e-09,6.9942e-08,0.29348,10.98,12.0,0.291,2.61756,3.84605
6.835e-08,7.9769e-09,7.0091e-08,0.29348,10.98,36.0,0.291,2.61756,3.84605
6.9042e-08,6.2824e-09,6.9603e-08,0.29348,10.98,60.0,0.291,2.61756,3.84605
5.8211e-08,4.6354e-09,6.7547e-08,0.29348,10.98,84.0,0.291,2.61756,3.84605
6.0756e-08,4.1357e-09,6.3679e-08,0.29348,10.98,108.0,0.291,2.61756,3.84605
5.0534e-08,3.3157e-09,5.8878e-08,0.29348,10.98,132.0,0.291,2.61756,3.84605
5.4202e-08,3.8664e-09,5.4861e-08,0.29348,10.98,156.0,0.291,2.61756,3.84605
5.5753e-08,3.9639e-09,5.3293e-08,0.29348,10.98,180.0,0.291,2.61756,3.84605
5.8678e-08,3.9717e-09,5.4861e-08,0.29348,10.98,204.0,0.291,2.61756,3.84605
6.0116e-08,3.7706e-09,5.8878e-08,0.29348,10.98,228.0,0.291,2.61756,3.84605
6.2601e-08,4.0262e-09,6.3679e-08,0.29348,10.98,252.0,0.291,2.61756,3.84605
6.6254e-08,5.2467e-09,6.7547e-08,0.29348,10.98,276.0,0.291,2.61756,3.84605
6.6526e-08,5.9831e-09,6.9603e-08,0.29348,10.98,300.0,0.291,2.61756,3.84605
6.9075e-08,6.9641e-09,7.0091e-08,0.29348,10.98,324.0,0.291,2.61756,3.84605
5.5451e-08,6.6543e-09,6.9942e-08,0.29348,10.98,348.0,0.291,2.61756,3.84605
6.3233e-08,7.9555e-09,6.0095e-08,0.29498,13.2,12.0,0.334,2.60706,3.88661
6.6805e-08,8.1331e-09,6.0816e-08,0.29498,13.2,36.0,0.334,2.60706,3.88661
6.0298e-08,5.4318e-09,6.1234e-08,0.29498,13.2,60.0,0.334,2.60706,3.88661
5.1028e-08,4.1406e-09,6.0075e-08,0.29498,13.2,84.0,0.334,2.60706,3.88661
5.4402e-08,4.0773e-09,5.6828e-08,0.29498,13.2,108.0,0.334,2.60706,3.88661
5.2396e-08,3.6774e-09,5.2307e-08,0.29498,13.2,132.0,0.334,2.60706,3.88661
5.2446e-08,3.743e-09,4.8339e-08,0.29498,13.2,156.0,0.334,2.60706,3.88661
5.209e-08,3.6888e-09,4.6762e-08,0.29498,13.2,180.0,0.334,2.60706,3.88661
6.199e-08,4.1704e-09,4.8339e-08,0.29498,13.2,204.0,0.334,2.60706,3.88661
5.8062e-08,3.8866e-09,5.2307e-08,0.29498,13.2,228.0,0.334,2.60706,3.88661
5.5407e-08,3.8885e-09,5.6828e-08,0.29498,13.2,252.0,0.334,2.60706,3.88661
5.7204e-08,4.6859e-09,6.0075e-08,0.29498,13.2,276.0,0.334,2.60706,3.88661
6.5807e-08,6.0293e-09,6.1234e-08,0.29498,13.2,300.0,0.334,2.60706,3.88661
5.7001e-08,6.3968e-09,6.0816e-08,0.29498,13.2,324.0,0.334,2.60706,3.88661
6.1004e-08,8.433e-09,6.0095e-08,0.29498,13.2,348.0,0.334,2.60706,3.88661
6.3591e-08,1.0097e-08,4.7975e-08,0.29533,17.43,12.0,0.429,2.59707,3.93161
5.905e-08,8.0681e-09,4.7903e-08,0.29533,17.43,36.0,0.429,2.59707,3.93161
5.5031e-08,6.0772e-09,4.6997e-08,0.29533,17.43,60.0,0.429,2.59707,3.93161
4.407e-08,3.9855e-09,4.4378e-08,0.29533,17.43,84.0,0.429,2.59707,3.93161
3.5465e-08,2.8544e-09,3.9886e-08,0.29533,17.43,108.0,0.429,2.59707,3.93161
3.4862e-08,2.4938e-09,3.4515e-08,0.29533,17.43,132.0,0.429,2.59707,3.93161
3.1106e-08,2.4849e-09,3.0095e-08,0.29533,17.43,156.0,0.429,2.59707,3.93161
3.1119e-08,2.3645e-09,2.8381e-08,0.29533,17.43,180.0,0.429,2.59707,3.93161
3.3499e-08,2.4959e-09,3.0095e-08,0.29533,17.43,204.0,0.429,2.59707,3.93161
3.7638e-08,2.6722e-09,3.4515e-08,0.29533,17.43,228.0,0.429,2.59707,3.93161
3.7694e-08,3.0195e-09,3.9886e-08,0.29533,17.43,252.0,0.429,2.59707,3.93161
4.1646e-08,4.0368e-09,4.4378e-08,0.29533,17.43,276.0,0.429,2.59707,3.93161
6.1135e-08,5.4664e-09,4.6997e-08,0.29533,17.43,300.0,0.429,2.59707,3.93161
5.9742e-08,7.4762e-09,4.7903e-08,0.29533,17.43,324.0,0.429,2.59707,3.93161
8.1398e-08,1.1316e-08,4.7975e-08,0.29533,17.43,348.0,0.429,2.59707,3.93161
