t_central,theta_cm,Q2,W,sigma_L,sigma_L_err,sigma_T,sigma_T_err,sigma_LT,sigma_LT_err,sigma_TT,sigma_TT_err
0.198,5.7,3.61614,2.67407,0.5240246542036419,0.041033844926555464,0.3601263344745984,0.019477732156166255,0.0821935111852822,0.012092881380095651,0.029517137457620284,0.027622686413109405
0.254,9.04,3.77487,2.63499,0.13760257046362262,0.03074435386216441,0.4131912248279154,0.015849604518223065,0.07594567127885804,0.00909633069336832,-0.06998317822139144,0.021074765378248674
0.291,10.98,3.84605,2.61756,0.17534939404964373,0.027359188533767603,0.33687978333487734,0.013968501522327835,0.05897371932236961,0.007987982590512647,-0.05180930109307293,0.01791358091338273
0.334,13.2,3.88661,2.60706,0.06966444389145113,0.02434248662580176,0.34674412181737535,0.013345048512590678,0.05659701673847071,0.007214083605272658,-0.04465103655185115,0.01562101073514922
0.429,17.43,3.93161,2.59707,0.1049489044744716,0.017102411415382875,0.2453190769093189,0.009898187022257436,0.09064854198086086,0.00614509022926011,-0.04287739695020031,0.011558589533155906
