Xsection_real,Xsection_real_error,Xsection_model,epsilon,theta_cm,phi_central,t_central,W,Q2
1.5493e-07,1.3409e-08,1.3402e-07,0.77787,5.7,12.0,0.198,2.67407,3.61614
1.4765e-07,1.258e-08,1.3188e-07,0.77787,5.7,36.0,0.198,2.67407,3.61614
1.361e-07,1.175e-08,1.2733e-07,0.77787,5.7,60.0,0.198,2.67407,3.61614
1.3607e-07,1.148e-08,1.2028e-07,0.77787,5.7,84.0,0.198,2.67407,3.61614
1.1725e-07,1.1542e-08,1.1145e-07,0.77787,5.7,108.0,0.198,2.67407,3.61614
1.114e-07,1.0864e-08,1.0253e-07,0.77787,5.7,132.0,0.198,2.67407,3.61614
1.1958e-07,1.0967e-08,9.5835e-08,0.77787,5.7,156.0,0.198,2.67407,3.61614
9.7885e-08,8.253e-09,9.3341e-08,0.77787,5.7,180.0,0.198,2.67407,3.61614
9.603e-08,8.256e-09,9.5835e-08,0.77787,5.7,204.0,0.198,2.67407,3.61614
1.0249e-07,9.6103e-09,1.0253e-07,0.77787,5.7,228.0,0.198,2.67407,3.61614
1.0446e-07,1.0507e-08,1.1145e-07,0.77787,5.7,252.0,0.198,2.67407,3.61614
1.2524e-07,1.095e-08,1.2028e-07,0.77787,5.7,276.0,0.198,2.67407,3.61614
1.185e-07,1.0051e-08,1.2733e-07,0.77787,5.7,300.0,0.198,2.67407,3.61614
1.3812e-07,1.1941e-08,1.3188e-07,0.77787,5.7,324.0,0.198,2.67407,3.61614
1.5044e-07,1.308e-08,1.3402e-07,0.77787,5.7,348.0,0.198,2.67407,3.61614
1.016e-07,9.6488e-09,1.0352e-07,0.77924,9.04,12.0,0.254,2.63499,3.77487
1.014e-07,9.5523e-09,1.0326e-07,0.77924,9.04,36.0,0.254,2.63499,3.77487
9.3434e-08,8.6217e-09,1.0123e-07,0.77924,9.04,60.0,0.254,2.63499,3.77487
1.0008e-07,9.4683e-09,9.5731e-08,0.77924,9.04,84.0,0.254,2.63499,3.77487
9.843e-08,9.5307e-09,8.6476e-08,0.77924,9.04,108.0,0.254,2.63499,3.77487
7.6842e-08,6.9141e-09,7.5502e-08,0.77924,9.04,132.0,0.254,2.63499,3.77487
5.6017e-08,5.1625e-09,6.6509e-08,0.77924,9.04,156.0,0.254,2.63499,3.77487
5.2492e-08,5.5869e-09,6.3029e-08,0.77924,9.04,180.0,0.254,2.63499,3.77487
4.7649e-08,5.1576e-09,6.6509e-08,0.77924,9.04,204.0,0.254,2.63499,3.77487
7.2521e-08,6.2098e-09,7.5502e-08,0.77924,9.04,228.0,0.254,2.63499,3.77487
8.5416e-08,8.3235e-09,8.6476e-08,0.77924,9.04,252.0,0.254,2.63499,3.77487
8.483e-08,8.2986e-09,9.5731e-08,0.77924,9.04,276.0,0.254,2.63499,3.77487
9.7944e-08,8.544e-09,1.0123e-07,0.77924,9.04,300.0,0.254,2.63499,3.77487
1.0371e-07,9.51e-09,1.0326e-07,0.77924,9.04,324.0,0.254,2.63499,3.77487
9.9556e-08,9.3728e-09,1.0352e-07,0.77924,9.04,348.0,0.254,2.63499,3.77487
8.0833e-08,7.7691e-09,8.568e-08,0.77977,10.98,12.0,0.291,2.61756,3.84605
9.039e-08,8.0376e-09,8.7121e-08,0.77977,10.98,36.0,0.291,2.61756,3.84605
9.2683e-08,8.0653e-09,8.7737e-08,0.77977,10.98,60.0,0.291,2.61756,3.84605
8.3973e-08,7.9476e-09,8.4722e-08,0.77977,10.98,84.0,0.291,2.61756,3.84605
8.1882e-08,7.0083e-09,7.7001e-08,0.77977,10.98,108.0,0.291,2.61756,3.84605
5.8068e-08,5.6827e-09,6.6474e-08,0.77977,10.98,132.0,0.291,2.61756,3.84605
5.3621e-08,5.5469e-09,5.7312e-08,0.77977,10.98,156.0,0.291,2.61756,3.84605
5.0421e-08,4.9432e-09,5.3681e-08,0.77977,10.98,180.0,0.291,2.61756,3.84605
5.904e-08,6.1951e-09,5.7312e-08,0.77977,10.98,204.0,0.291,2.61756,3.84605
6.7402e-08,5.7731e-09,6.6474e-08,0.77977,10.98,228.0,0.291,2.61756,3.84605
7.3907e-08,6.2302e-09,7.7001e-08,0.77977,10.98,252.0,0.291,2.61756,3.84605
8.1035e-08,7.4421e-09,8.4722e-08,0.77977,10.98,276.0,0.291,2.61756,3.84605
9.02e-08,7.6217e-09,8.7737e-08,0.77977,10.98,300.0,0.291,2.61756,3.84605
9.1576e-08,8.2134e-09,8.7121e-08,0.77977,10.98,324.0,0.291,2.61756,3.84605
8.8196e-08,8.3685e-09,8.568e-08,0.77977,10.98,348.0,0.291,2.61756,3.84605
7.7772e-08,7.5265e-09,7.0095e-08,0.78021,13.2,12.0,0.334,2.60706,3.88661
8.2339e-08,7.2778e-09,7.2826e-08,0.78021,13.2,36.0,0.334,2.60706,3.88661
7.9975e-08,7.2335e-09,7.544e-08,0.78021,13.2,60.0,0.334,2.60706,3.88661
8.5141e-08,7.4396e-09,7.4303e-08,0.78021,13.2,84.0,0.334,2.60706,3.88661
