Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,14,312,336,0.3864091647116133,0.030126278855438716
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,15,336,360,0.33873413006411185,0.025886165139204415
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,1,0,24,0.35986938374937766,0.026734484346928412
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,2,24,48,0.39583369193514656,0.028110194130158084
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,3,48,72,0.4826154240829305,0.030729277737256804
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,4,72,96,0.5129375110555937,0.038079943418286966
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,5,96,120,0.5458748378637466,0.03707080752354357
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,6,120,144,0.5665844826697605,0.0383877000747604
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,7,144,168,0.5569084541495701,0.03776998384925279
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,8,168,192,0.48387293754243615,0.04202690207420832
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,9,192,216,0.4770434286724275,0.03430168849619233
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,10,216,240,0.5371854236241237,0.03665592548100143
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,11,240,264,0.5366441706793329,0.039259575286035346
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,12,264,288,0.5726637121702991,0.04045053673142902
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,13,288,312,0.4263137819593131,0.02828721229784857
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,14,312,336,0.34360448678518385,0.03360546393080127
Q3p85_W2p62_t0p21_higheps,3,0.272,0.308,15,336,360,0.36957462917074657,0.028586096920099554
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,1,0,24,0.2553610571341855,0.020281768222804183
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,2,24,48,0.34224694556729685,0.025614210909349382
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,3,48,72,0.4312600276269714,0.02803642612798167
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,4,72,96,0.47336745851210876,0.03262736700393202
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,5,96,120,0.5371974069170747,0.03489575282714292
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,6,120,144,0.4767184195968196,0.03167949453464149
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,7,144,168,0.4560366095723165,0.03139828846646885
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,8,168,192,0.4817964108227015,0.035916958536029775
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,9,192,216,0.4767088201538688,0.03159889681602281
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,10,216,240,0.5411039262943979,0.038987055340576386
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,11,240,264,0.6121673440793934,0.039405825383507176
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,12,264,288,0.5531171478412868,0.03458105936225877
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,13,288,312,0.43654700046150446,0.028506770766874117
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,14,312,336,0.35709471596328096,0.026208168288033257
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,15,336,360,0.3074902718910982,0.029192678517841287
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,1,0,24,0.22047637886590302,0.02042774750403241
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,2,24,48,0.3089091643999435,0.018053865128292778
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,3,48,72,0.4172351835139644,0.02136895888947052
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,4,72,96,0.5313378558596024,0.024294300770696078
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,5,96,120,0.5360419526939167,0.025791636177226216
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,6,120,144,0.513439941868981,0.02452165604469122
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,7,144,168,0.42208202089219293,0.02597834459545865
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,8,168,192,0.4310145516101632,0.028409464450518004
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,9,192,216,0.4981959100542394,0.02771245385572454
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,10,216,240,0.4740036608994314,0.023332850351828645
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,11,240,264,0.5551481315774355,0.027065634118526673
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,12,264,288,0.5423508947875155,0.024804067417549404
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,13,288,312,0.41129889230319977,0.020773270474670147
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,14,312,336,0.34871020934060964,0.0197296889050618
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,15,336,360,0.26884008646617724,0.02122433182360981
